Area code,Area name,ow_obs,hyp_ten,low_bw,alc,Li.2.1.n,smoke,Li.2.3.g,activity,eating,Li.2.6.c,sti_screen,teen_preg,in_eet,Li.3.2.b,pupil_abs,ey_dev,training,Li.3.8.a,Li.3.9.a,ks4_dev,low_pay,pov_child,unempl,Li.4.3.d,wp_safety,Li.5.3.b,incare_child,avoid_mort,suicide,inf_mort,dementia,disability,kidney,frailty,cancer,diab,srwb_sat,srwb_worth,srwb_hap,srwb_anx,depres,Pe.3.2.b,semh_child,self_harm,Pe.3.2.f,air_poll,Pl.1.3.a,road_safety,road_traff,Pl.2.2.a,Pl.2.4.a,rough_sleep,house_afford,GP_dist,pharm_dist,sport_dist,crime_pers,hle,Pe.1.1.combined.b,musculo,resp,cvd,ow_obs_child,drug,can_screen,vac
E06000016,Leicester,56.2747847494856,12.14,4.789877993999999,708.146436351951,16.8600216771707,17.7,80.08632225,60.333531263894216,50.8239884259766,37.5,667.7713012999999,23.5068779383597,5.3,43.7,12.40523,64.4200951002688,14.2,0.57,58.0,55.6,28.0,26.1,5.6,0.3,195,43.0,83.0,294.6,8.9,5.97818946261989,0.63,22.8,2.66,692.052056,1.46,9.22,7.44,7.55,7.27,3.3,9.37,1.06,14.85,156.7872956,272.441259,10.5818,40.1,756.43,0.012617551,13.9,27.96,8.768456186004412,7.39,0.5,0.5,0.46,97.99456921,59.750155569383935,79.44930700910787,0.63,3.14,1.16,29.108355150949503,54.0,64.3263626721088,89.0554163160358
E06000017,Rutland,60.16246383084989,16.67,2.3026315790000003,497.5845902615551,,9.3,,68.14867582943789,62.030968563731896,37.5,463.2944336,6.1050061050061,0.2,34.8,4.5732300000000015,75.7425742574257,22.5,0.36,67.0,80.3,26.6,7.9,2.5,0.1,248,50.6,50.0,161.9,8.1,,0.89,14.9,4.98,754.3997582999997,3.92,6.53,7.87,8.03,7.68,3.11,8.49,0.7,14.72,138.736146,230.3189212,9.2913,48.1,139.84,0.001161146,8.0,26.73,7.5999392004863955,9.03,4.06,4.06,0.68,30.12109236,69.11553427572578,84.0622739018088,0.595,4.215,2.108,24.674871257746002,34.0,76.0808716306168,91.5075247308311
E06000018,Nottingham,61.6125474937621,10.36,3.01986755,881.09023047956,,19.4,,65.2806618353663,52.6454227562956,37.5,1004.6672970000001,26.4872819003574,5.6,56.4,12.58686,66.17760617760621,14.2,0.51,59.0,49.4,23.0,25.8,8.4,0.9,227,44.2,92.0,342.6,9.2,4.4590471720253495,0.63,23.3,2.89,551.2689624,1.82,5.72,7.42,7.64,7.21,3.09,9.27,1.02,14.44,229.52763680000004,460.9799112,10.3701,45.8,868.57,0.013239296,12.6,14.06,13.061611316823056,5.58,0.52,0.52,0.44,104.1739442,55.27363923829543,79.02230832085392,0.53,3.395,1.2240000000000002,32.894042938443505,76.0,68.49908594526502,84.78226096784302
E06000019,"Herefordshire, County of",62.7904832306509,16.58,1.796778191,528.005975195053,39.8565165404544,12.2,80.90351617,71.050816118813,68.5162732556464,39.0,469.2962341,13.180128421764099,3.3,34.1,9.73315,74.96079456351279,15.2,0.52,60.0,64.7,30.0,13.3,3.1,0.2,243,53.3,84.0,211.8,11.723092714498073,4.772814051164571,0.93,17.8,4.87,523.0839584,3.63,6.89,7.84,8.04,7.73,2.68,9.25,0.79,18.28,168.25086149999996,443.8034646,7.6488,48.3,259.39,0.000573054,12.2,7.28,5.757926309012201,8.91,4.53,4.53,0.83,48.08915364,66.95574353149324,81.719841290613,0.925,4.355,2.0780000000000003,28.8819849086435,45.0,72.36619398682055,89.44283204179413
E06000020,Telford and Wrekin,65.5655095748409,13.77,3.1007751939999997,658.697348901654,26.9276403813627,16.5,41.02438398,55.4158130226919,54.8385888980188,38.2,504.2226563,19.6204567385011,5.3,33.4,10.39628,69.672131147541,18.0,0.43,61.0,61.9,28.1,15.2,4.7,0.3,307,46.4,96.0,255.9,11.380549184107153,4.81309160917696,0.62,21.7,4.61,569.7401922,2.61,7.4,7.61,7.82,7.62,2.84,13.45,0.9,18.49,200.2794234,518.358878,7.5318,38.7,258.43,0.003332231,11.0,1.86,5.689317737016977,6.48,0.84,0.84,0.52,78.41017705,61.6541645805835,80.20943971598926,0.555,4.1400000000000015,1.626,29.659936254158,28.0,71.68418498486055,91.85895768798945
E06000021,Stoke-on-Trent,66.0085103403686,16.4,3.64618501,947.416140952579,28.7979500561266,18.9,94.33429389,54.130736002149,54.7877515202357,37.5,572.6737061000001,24.9549781322357,2.1,31.8,12.27027,66.094674556213,15.4,0.64,56.0,52.8,25.4,25.4,6.0,0.5,288,46.7,115.0,301.7,9.141082675191118,8.05263674752038,0.91,23.2,4.03,589.0502502,2.58,8.05,7.64,7.75,7.36,2.82,13.95,0.95,16.07,304.7553833,639.5000256,8.1527,36.3,479.77,0.009925582,14.7,13.01,7.439951757786497,4.14,0.58,0.58,0.49,104.0144413,59.10166028397121,78.64107597365474,0.69,4.425,1.848,31.31947452913701,78.0,68.05055325154657,89.80768896236653
E06000022,Bath and North East Somerset,53.6992008019204,12.31,2.751119642,572.276128707524,47.398306932476395,13.4,71.52750141,72.35273146918,62.8160344014167,37.5,484.5832825,13.117017604418399,2.8,48.4,10.72295,72.30531201650341,22.0,0.5,63.0,62.9,20.4,8.0,3.2,0.1,180,49.4,46.0,184.7,10.127121394212026,2.8243268687629404,0.74,17.9,3.6,567.6987915,2.72,4.9,7.67,7.76,7.45,3.08,9.08,0.8,13.8,225.5562288,549.5250888999999,8.6882,52.1,325.11,0.002232136,10.9,9.49,18.02011893278496,11.31,0.75,0.75,0.43,54.37305886,63.80507107346908,82.5747214831618,0.7,3.815,1.5740000000000005,25.542066561619002,42.0,72.3936367418983,92.38367157698393
E06000023,"Bristol, City of",55.2144329715927,10.49,2.779342723,810.4377115663609,46.356387910254,11.1,112.8970742,74.2673798364103,64.4914581132942,37.5,1009.6088869999999,14.8148148148148,4.1,41.6,13.47162,67.7060931899642,26.8,0.49,61.0,58.6,14.5,13.8,4.1,0.3,166,42.8,73.0,259.7,10.595848276821963,3.49030768404661,0.62,22.1,4.0,569.2494417,2.13,5.42,7.52,7.58,7.29,3.12,10.94,0.99,14.71,285.9477861000001,618.0249815000002,9.4864,56.1,562.11,0.01375198,11.7,21.87,18.726102444845093,9.63,0.51,0.51,0.41,101.6566068,61.350925635598756,80.74708068772698,0.975,3.785,1.3159999999999998,28.563346141535497,67.0,67.85127886347085,87.64876609492161
E06000024,North Somerset,55.0996971589044,16.01,2.892340653,663.367444889487,35.6918397591577,11.1,90.06991765,73.31302267954442,62.775428404017,37.5,594.0248412999998,12.573099415204695,2.6,32.8,11.16963,74.858528698464,21.5,0.46,59.0,67.3,26.0,9.6,2.9,0.1,318,45.5,52.0,202.9,10.235389396204873,2.9311940759025004,0.98,21.4,5.61,597.2695472,3.64,6.49,7.6,7.78,7.43,2.83,11.85,0.84,11.82,221.9913088,526.3171087000002,8.0699,46.7,207.64,0.004290839,9.5,5.83,3.2889481943674417,8.49,0.82,0.82,0.51,56.34438107,65.78958812971612,81.84685341627747,1.2000000000000002,4.44,2.1120000000000005,25.928864151046,44.0,73.45023669098866,93.11843898290304
E06000025,South Gloucestershire,60.1001247890745,14.01,2.306079665,666.7740942347609,38.0776553395258,10.5,75.60106999999998,70.1816710234409,59.065340425669,37.5,500.07312010000004,11.5020297699594,2.0,31.0,10.24066,77.2044230223986,24.2,0.38,60.0,61.7,18.4,8.0,3.6,0.2,322,45.3,31.0,178.1,7.45677427442134,3.49502224105062,0.74,18.3,5.8,577.8265183,3.05,6.25,7.81,7.85,7.54,2.69,10.05,0.58,14.28,213.6383958,526.7322878,9.4974,44.9,131.28,0.005242442,8.2,4.54,1.0751647690008497,9.46,0.76,0.76,0.47,51.71542539,65.01084267830713,82.86355334788388,0.99,4.12,1.6540000000000004,22.763459504447,35.0,75.08921641652074,92.3612900551239
E06000026,Plymouth,67.0258396979047,13.86,3.149905123,638.434793752313,47.272564664396704,18.4,103.72273359999998,67.5620894382284,55.1726216286372,37.5,988.9163818,25.1123446999736,6.7,43.1,11.6842,65.9112370160529,26.4,0.64,60.0,58.4,25.6,13.5,4.7,0.4,254,50.6,75.0,256.1,9.220171364430618,3.14500730090981,0.7,23.8,4.02,548.2761693,2.85,6.34,7.76,7.98,7.56,2.96,12.68,1.09,15.96,249.39305890000003,706.1028086,8.2137,46.4,591.31,0.011566808,13.0,7.89,9.883301022541527,6.55,0.58,0.58,0.4,75.29174744,60.04778614057096,80.60544950013305,0.745,4.505,1.812,28.980151882438,43.0,72.3588541233788,92.74439818116899
E06000027,Torbay,61.9527018839273,17.6,2.435064935,788.219791736118,60.4841360630087,14.8,148.3764298,67.0728576646686,61.640869848344,37.6,688.8121947999997,25.7966616084977,2.6,25.3,13.28106,71.71369580178941,25.1,0.69,60.0,64.8,29.8,14.3,3.9,0.4,299,43.1,112.0,253.2,15.651277631658205,3.2234068931316604,1.08,25.5,7.48,559.8159842,3.7,7.43,7.58,7.89,7.46,3.04,11.1,1.25,17.12,328.2320017,949.1785941,7.6946,46.8,582.11,0.007019995,12.6,4.74,17.74531043202437,7.98,0.58,0.58,0.43,75.04048149,62.20560012421718,80.80740127322602,1.065,4.82,2.3040000000000003,29.165501381419002,64.0,71.18625732824462,92.18564450334296
E06000030,Swindon,64.07146230857799,14.08,2.991623454,782.812738049472,33.0059680178906,17.3,124.788251,67.9494985307618,53.6985234965885,37.5,722.3539429,18.262313226342002,2.3,14.0,10.94737,69.7427652733119,17.8,0.5,62.0,58.9,18.1,11.1,4.3,0.2,211,41.4,66.0,225.2,7.762198887887808,3.397773872290569,0.61,19.3,3.55,600.4246185,2.39,7.65,7.71,7.83,7.58,2.72,10.27,0.81,17.05,375.6324498,912.167808,10.0969,49.7,290.68,0.005771138,9.1,2.26,20.42085105031244,7.95,0.65,0.65,0.42,76.36944496,62.59554144752069,81.40475578931127,0.705,4.1000000000000005,1.4580000000000002,28.8084403095515,60.0,70.28939550794473,92.81370585606248
E06000031,Peterborough,62.549797500200796,11.68,2.812838082,622.298738880321,23.198056821593298,17.6,127.7563318,61.077337382993896,57.1794949943574,38.2,757.4502562999999,22.3564954682779,4.9,17.5,11.20453,63.1795195954488,17.7,0.49,52.0,54.1,27.6,21.1,5.0,0.2,295,49.3,73.0,264.2,11.739002009581744,4.2927666881305,0.61,22.1,2.39,625.0980875,1.97,6.83,7.58,7.8,7.47,2.74,8.4,0.86,15.66,256.6925953,587.1677841,9.8026,47.1,413.72,0.00376592,11.4,1.92,15.584624511095244,7.39,0.74,0.74,0.49,102.2301095,61.10096825763898,80.34779452426677,0.415,3.27,1.208,29.991933564745498,44.0,67.61087716472767,88.59035585492835
E06000032,Luton,64.02663047525479,12.15,3.9590894089999997,717.8254305322929,11.767543937067199,14.3,107.3945379,59.8522047128522,47.8041878948253,38.1,693.3007202,16.2916989914663,3.3,34.7,12.13901,68.2402151180161,12.7,0.47,55.0,55.7,21.4,23.1,5.2,0.4,247,45.6,64.0,272.9,8.495884381359343,5.56971585008968,0.48,19.4,2.52,537.3212707,1.7,8.04,7.71,7.85,7.57,2.83,7.48,1.01,14.99,175.53432560000005,328.8685599,11.5342,39.0,884.35,0.013458949,13.9,12.33,40.529586598216696,8.77,0.54,0.54,0.4,78.59944656,61.9899691602456,80.27134045784456,0.525,3.27,1.136,32.0664316431685,62.0,65.53682161556227,84.94637054413766
E06000033,Southend-on-Sea,58.5161053611166,15.2,2.425742574,595.038410208322,,18.0,51.49768105,63.449596887259396,58.38698261592939,37.5,662.5076904,24.3393602225313,1.7,18.0,9.22555,74.08925318761379,20.8,0.58,66.0,70.6,22.8,12.9,4.5,0.4,172,47.8,73.0,243.2,9.851931797408566,3.426187993445549,0.94,23.4,3.75,655.6242443,2.68,6.68,7.63,7.92,7.54,2.98,9.97,1.24,11.66,149.2691335,269.3005298,10.3824,48.2,604.35,0.011293834,11.4,3.46,39.60221772419256,8.85,0.5,0.5,0.45,74.75468626,62.01613130335299,80.58730363900378,0.675,4.03,1.64,27.006479419759998,27.0,66.59269465374908,89.8533554260873
E06000034,Thurrock,69.3968272553122,13.81,2.1192052980000002,574.442528832577,,17.7,34.92203701,59.5404454428185,51.3252391572505,37.8,729.2897949,20.3152364273205,1.8,20.9,9.63597,75.7961783439491,14.6,0.29,62.0,59.8,24.0,14.0,4.4,0.4,363,47.2,82.0,244.5,11.505361160078586,3.07404437316226,0.55,20.6,5.21,694.6260398,2.11,6.63,7.59,7.86,7.53,3.09,9.2,0.67,13.97,122.8255953,225.3129083,11.504000000000001,40.2,268.98,0.007140105,9.1,6.43,5.281876122398676,10.19,0.69,0.69,0.55,73.72912192,61.79010293789688,80.57164982335058,0.605,3.5500000000000003,1.2639999999999998,29.463553682765003,24.0,67.90089486153076,87.36769363179233
E06000035,Medway,64.5728360792845,14.35,2.7193618560000004,499.261210840175,29.8945822625479,17.6,60.75101426,65.8190106831032,54.465781203181706,37.5,622.2474365,21.679646390233607,4.3,23.0,11.40652,73.95004117485591,25.1,0.4,58.0,59.4,23.1,16.1,4.6,0.5,309,47.7,61.0,249.8,9.694619161112296,3.68086868500966,0.56,20.6,3.67,640.7545543,2.46,7.46,7.63,7.84,7.45,3.06,11.9,0.71,16.47,168.57999980000002,441.9649067,11.8858,41.4,661.6,0.0048732540000000005,10.3,5.58,15.84923059189672,9.29,0.59,0.59,0.44,97.48717653,61.83944585326496,80.66562013716788,0.6699999999999999,3.565,1.37,29.031477528897,39.0,70.85012550887015,86.0728362960087
E06000036,Bracknell Forest,61.90452476123961,13.02,2.457757296,464.450985015784,24.8862343572241,13.3,72.80635855,72.2248782647174,54.481999124751994,37.5,436.9819336,9.033423667570007,3.5,25.9,8.23506,73.3735747820255,19.4,0.31,57.0,64.2,9.3,7.9,2.9,0.1,212,44.7,41.0,184.3,10.430240732787407,2.7919962773383,0.54,15.9,3.6,463.6317691,2.55,5.7,7.82,7.92,7.55,2.95,12.26,0.65,13.58,195.13166030000002,537.2504102999999,10.5023,47.5,286.41,0.004309075,5.8,3.91,4.984340862457113,11.9,0.78,0.78,0.43,38.49572593,68.50372745624165,83.1074549124833,0.605,3.545,1.284,24.564226445752002,35.0,72.71116502662058,92.26395263765806
E06000037,West Berkshire,62.7194752342375,13.39,1.895424837,444.82791444263603,34.3767130287742,13.1,81.30499040000002,73.6250698144391,56.1474524290946,37.5,415.0086365,11.3484646194927,1.8,27.3,8.55668,75.84297936587821,14.6,0.44,62.0,68.6,14.6,8.2,2.3,0.1,230,41.7,45.0,185.1,8.393827512637774,4.2364721740804905,0.66,16.0,4.26,551.4229228999999,2.83,5.2,7.85,8.03,7.6,2.93,9.21,0.72,14.96,217.14279590000004,529.303315,9.6918,50.1,118.2,0.002847401,7.2,2.39,12.620446385188645,11.26,1.51,1.51,0.54,46.56313694,67.56127163617776,82.86397682886043,0.74,3.975,1.4240000000000002,24.674984034303,32.0,74.11919552632655,91.45823212456185
E06000038,Reading,59.1590182610355,11.18,3.054511278,533.7566824752839,31.767642387111398,13.6,70.64639831,68.7247745031367,54.0758601810342,37.5,988.7705078,16.546457361052198,3.3,36.4,11.41789,70.4423918327662,16.2,0.4,59.0,64.9,17.4,12.6,3.4,0.3,182,41.4,72.0,257.0,8.035068875417945,2.69323996768112,0.52,14.1,3.23,546.2461099,1.88,5.2,7.67,7.87,7.6,3.05,8.36,0.88,13.39,249.1199453,517.7448418,11.0973,50.8,886.42,0.008684831,10.9,5.43,19.009658132761,11.25,0.56,0.56,0.37,88.13736011,65.89427870611682,80.8780683734478,0.52,3.25,0.98,27.883289842942,38.0,67.12721075629048,88.23086100366942
E06000039,Slough,61.905569650418606,12.27,3.4513671,608.665733081579,16.1072095870111,16.6,102.7381966,54.722318362147895,49.386567585700206,38.0,721.7584839,14.1421659843692,2.5,33.8,8.89322,71.23176661264179,29.1,0.36,63.0,72.9,15.6,16.0,3.8,0.2,230,43.8,46.0,288.4,7.74635794194214,5.2923712404801915,0.37,17.7,3.06,483.66157080000005,1.39,9.16,7.55,7.8,7.34,3.19,6.86,0.98,13.8,176.3193673,433.4802076,11.9735,33.9,643.42,0.016859251000000002,10.1,1.58,18.14906431490643,10.68,0.5,0.5,0.39,79.55339858,59.30080124758014,80.43357442460744,0.5449999999999999,3.0700000000000003,1.132,31.319114556239,47.0,63.358881249755726,88.01510213916906
