Area code,Area name,ow_obs,hyp_ten,low_bw,alc,Li.2.1.n,smoke,Li.2.3.g,activity,eating,Li.2.6.c,sti_screen,teen_preg,in_eet,Li.3.2.b,pupil_abs,ey_dev,training,Li.3.8.a,Li.3.9.a,ks4_dev,low_pay,pov_child,unempl,Li.4.3.d,wp_safety,Li.5.3.b,incare_child,avoid_mort,suicide,inf_mort,dementia,disability,diff_adls,kidney,frailty,cancer,diab,srwb_sat,srwb_worth,srwb_hap,srwb_anx,depres,Pe.3.2.b,semh_child,self_harm,Pe.3.2.f,air_poll,pub_greenspace,priv_greenspace,Pl.1.3.a,env_noise,road_safety,road_traff,Pl.2.2.a,Pl.2.4.a,rough_sleep,house_afford,GP_dist,pharm_dist,sport_dist,crime_pers,hle,Pe.1.1.combined.b,musculo,resp,cvd,ow_obs_child,drug,can_screen,vac
E06000012,North East Lincolnshire,71.68609005302208,16.15,2.40715268225585,653.85,29.08,21.2,102.6,57.0906979026093,53.19538399093571,39.1,582.6033936000001,26.7073636016788,5.9,21.2,11.95928,70.005136106831,18.1,0.58,65.0,59.7,38.1,21.3,5.7,0.5,331,41.4,102.93,280.8,9.6,4.853462759,0.92,27.1,38.43,5.86,637.07,3.32,7.68,7.73,7.95,7.52,2.98,10.07,0.98,13.31,207.39,425.98,9.2382,1561.8377460000006,95.5,41.2,5.5577412440431395,540.21,0.003888208,10.1,15.44,8.1341000244023,4.71,0.65,0.65,0.43,114.1902503,60.26407355729222,79.94315890902948,0.7849999999999999,4.565,2.066,30.27830215446835,43.0,71.71844751644991,94.43215584621299
E06000013,North Lincolnshire,72.3248366537497,16.98,2.3448275862069,698.04,23.41,21.0,61.79,59.615362984816294,54.8675800211364,38.9,576.2599487000001,21.8275989641139,2.7,20.3,11.25063,71.0446247464503,19.4,0.51,65.0,63.9,28.5,17.9,5.4,0.4,481,54.1,63.62,247.0,9.8,3.716017993,0.82,29.2,35.5,4.6,661.78,3.3,7.98,7.62,7.81,7.41,3.04,12.66,0.78,14.46,151.72,255.76,9.0144,2029.668376,93.3,44.6,6.361843436467559,331.43,0.001429671,9.8,5.85,5.232406034708293,5.57,1.02,1.02,0.53,82.8406151,59.44581669137525,80.71580361036017,0.5599999999999999,4.295,2.032,31.31353851462545,49.0,71.47970111725834,91.4529295264533
E06000014,York,54.3658537168926,12.15,3.5014836795252204,712.54,27.34,11.5,79.95,76.40450751613571,56.3148999238774,37.5,749.6997681,16.1290322580645,2.4,52.1,11.05209,74.822695035461,18.8,0.28,66.0,69.6,26.7,10.7,3.0,0.1,185,44.5,53.39,216.9,11.9,4.637060817,0.73,15.8,28.93,3.17,512.56,3.05,5.02,7.69,7.75,7.36,2.98,10.25,0.87,12.06,189.92,483.73,8.0918,892.2743078,91.6,56.0,13.1781431491284,399.2,0.003518879000000001,8.5,8.78,4.2878990723845005,9.28,0.62,0.62,0.42,57.74370751,65.3980213727947,81.78264734888728,0.96,3.685,1.746,27.925426075915052,48.0,71.64557743174939,91.69658851866886
E06000015,Derby,65.4990568565483,13.08,3.259361997226069,877.73,16.77,19.2,83.33,65.0627741953189,47.3230531129394,37.5,790.8338623,19.495958155016602,5.6,29.8,12.88032,69.5497630331754,24.1,0.91,60.0,58.7,18.5,18.1,4.6,0.4,194,48.6,82.29,264.5,7.7,5.283878989,0.81,23.2,37.63,5.48,541.23,2.45,7.28,7.7,8.05,7.58,2.59,10.74,0.95,17.21,274.37,557.05,9.2605,601.8780994,90.3,42.2,3.27182932805656,421.73,0.01419111,11.6,20.48,10.109886691500694,5.28,0.55,0.55,0.44,75.26032958,61.09480896202571,80.46920684050488,0.7150000000000001,3.94,1.64,29.58833277926735,52.0,70.26114232060854,87.53772075247262
E06000016,Leicester,54.7093892296324,12.15,4.45461112448832,700.27,13.94,17.3,65.06,63.830752776392295,44.966202621950394,37.5,648.8977661,20.7684319833853,4.8,46.2,12.48326,66.44778648591401,10.2,0.58,62.0,55.9,30.5,22.3,5.5,0.3,175,43.0,80.69,294.8,7.3,5.9276418889999976,0.65,18.6,32.75,2.55,756.71,1.58,9.36,7.77,7.84,7.63,2.78,9.85,1.08,14.54,121.19,200.68,10.2721,430.5000538,85.5,40.6,7.80928894369092,723.64,0.012548703,14.6,20.34,8.7270352290706,7.6,0.49,0.49,0.46,104.0515965,58.20090930076742,79.54572628639316,0.62,3.155,1.182,29.77095858712375,41.0,62.39468835011195,88.89613575635803
E06000017,Rutland,62.938070461155604,16.83,1.01010101010101,518.78,,10.8,,68.1157890216393,65.228741886398,37.9,459.93502810000007,3.6496350364963503,0.6,40.3,5.08976,73.019801980198,21.3,0.38,66.0,79.3,23.5,7.1,3.5,0.1,288,50.6,38.63,139.9,5.9,,0.95,22.1,34.85,5.37,555.72,4.17,6.56,7.75,7.98,7.77,3.0,9.3,0.7,15.92,142.47,285.36,9.1201,2555.724735,89.2,46.3,2.8478709332267202,108.36,0.001184267,10.9,2.54,2.5190820465022545,8.68,3.99,3.99,0.68,36.35035393,68.03421921051968,84.31685013980905,0.6000000000000001,4.175,2.18,23.7149185150904,23.0,75.83830273916446,91.66649551185013
E06000018,Nottingham,63.639675091930286,10.31,4.03574517151917,883.53,,20.6,,68.1276502490844,50.7036236713359,37.5,998.4996947999999,24.866023579849898,5.1,60.8,12.50405,67.5583530028849,17.4,0.55,62.0,54.0,25.8,20.9,7.0,0.9,216,44.2,90.96,333.2,9.9,4.5450856260000005,0.61,23.8,34.89,2.65,594.31,1.93,5.76,7.49,7.57,7.36,3.19,10.01,1.01,14.98,213.06,381.4,9.5331,466.03718960000015,83.0,49.6,4.94417631687239,880.41,0.013563576,13.9,18.38,10.269762496639672,5.82,0.52,0.52,0.44,112.7348075,55.97756600587793,79.21770839311442,0.5800000000000001,3.45,1.236,33.74837915566365,53.0,67.87344263044672,84.04458796322295
E06000019,"Herefordshire, County of",64.5142414041178,16.52,2.25165562913907,575.29,37.06,12.6,64.92,66.8148612664437,63.795910013352795,39.0,482.03445430000005,12.5130344108446,4.5,16.8,10.94649,74.0833751883476,17.3,0.53,68.0,64.2,32.3,14.0,2.7,0.2,261,53.3,87.11,213.2,10.921755590386283,4.818812645,0.97,21.9,32.42,4.79,561.2,3.88,7.04,7.86,8.01,7.69,2.59,9.9,0.86,18.91,170.19,488.22,7.8403,1276.594417,89.2,47.6,4.7421489065989295,273.28,0.000574146,12.9,10.19,9.369778300634543,9.03,4.53,4.53,0.83,49.33708819,66.06403358544978,81.72079049696265,1.025,4.425,2.104,29.279406004445,38.0,71.95393811866845,89.23996931121178
E06000020,Telford and Wrekin,63.786827836018894,13.85,3.1283138918345696,788.83,20.79,16.2,44.29,68.5008227105851,52.96130583657829,37.5,599.0037231000001,17.2022070756248,4.4,39.2,11.63468,70.9168443496802,21.3,0.47,67.0,59.2,30.1,15.0,3.9,0.3,376,46.4,92.18,266.0,9.665172495131607,4.02446877,0.67,23.9,36.18,4.82,508.45,2.92,7.8,7.71,7.98,7.42,2.98,14.06,0.91,18.68,238.46,646.2,7.7167,458.8186475,91.0,45.5,4.1231018262138,180.08,0.0034811840000000004,9.4,5.65,7.311627174506045,6.22,0.84,0.84,0.52,76.69334473,61.65451774194455,80.25993903227803,0.555,4.24,1.6860000000000004,30.353732971885506,45.0,71.16600488796402,91.44223742291624
E06000021,Stoke-on-Trent,72.82892584558,16.4,3.8969840731955294,1126.93,23.31,18.7,92.37,57.371868913145896,45.2925613659838,38.5,630.815979,30.860995850622395,2.6,29.4,13.09415,65.9363745498199,12.6,0.6,58.0,53.3,27.5,25.3,6.0,0.7,299,46.7,129.21,316.0,11.360467383243414,7.520284978999999,0.98,28.2,38.37,3.97,641.39,2.91,8.38,7.56,7.72,7.42,3.08,15.34,0.96,16.91,374.96,662.51,8.1209,280.9069713,94.4,40.9,5.21433904148409,429.79,0.010009199,12.4,16.42,13.289919595986445,4.3,0.58,0.58,0.49,107.3004655,56.604249647230816,78.3396414848749,0.745,4.565,1.896,28.162300824017052,101.0,67.52306568690415,89.40146260718973
E06000022,Bath and North East Somerset,57.8875916263184,12.68,1.81347150259067,558.76,46.86,11.7,76.94,79.6730272626741,62.3919162816416,37.5,495.3407898,13.0880792359392,2.6,46.2,11.8116,72.63212977498691,26.9,0.6,66.0,68.5,20.2,7.9,3.0,0.1,184,49.4,47.53,181.7,11.011723094986598,1.737116387,0.8,22.7,28.57,3.71,456.21,2.99,5.13,7.79,7.89,7.54,2.88,9.69,0.87,14.37,216.02,465.58,8.7981,1096.552383,90.0,58.8,4.4333548584691,340.49,0.002224737,9.1,5.81,10.410918971817642,10.76,0.75,0.75,0.43,51.9973348,65.14109762318719,82.87251777664414,0.91,3.905,1.662,23.49148205533125,41.0,71.98436717066365,93.16080917729008
E06000023,"Bristol, City of",55.645355699115896,10.47,2.57099002302379,855.88,42.6,16.3,112.43,72.5416744337896,57.3852257797696,37.5,1132.827759,11.050608584240901,3.0,41.7,13.70014,69.0048939641109,26.9,0.5,63.0,61.6,15.0,13.6,3.8,0.4,156,42.8,68.54,263.6,10.959847259417494,3.355335534,0.63,21.0,30.27,4.02,534.93,2.39,5.58,7.53,7.64,7.27,3.41,11.8,1.02,15.4,306.54,679.87,9.9991,333.4562001,84.0,55.7,3.7267616879403502,629.43,0.013715188,9.8,8.82,17.695104714019056,9.82,0.51,0.51,0.41,93.46683786,60.94956075139456,80.49385051952396,1.27,3.875,1.364,28.07780194724275,62.0,66.90318033459818,87.07264222696243
E06000024,North Somerset,66.4139159616267,16.08,2.37068965517241,727.81,46.26,12.0,92.98,71.1053683004297,63.65551414447829,37.5,551.4458618,15.551643192488301,2.5,20.1,10.62787,75.45081967213109,24.4,0.47,64.0,66.0,24.5,9.4,2.8,0.1,311,45.5,54.88,196.4,11.00057746661788,2.214839424,1.0,20.6,33.47,5.65,625.88,4.09,6.66,7.87,8.0,7.71,2.75,12.48,0.8,11.84,298.14,664.49,8.1768,1592.018002,90.4,50.8,15.744878676012199,204.0,0.004459244,7.6,11.57,5.1421332373468465,9.29,0.82,0.82,0.51,59.34956689,65.3459561796755,82.05391760432688,1.405,4.5,2.13,23.6738432476516,59.0,72.96485615492969,92.42732341586508
E06000025,South Gloucestershire,61.2057839793229,14.05,2.25694444444444,712.82,42.92,10.6,94.89,68.3172310813684,57.4866799105699,37.5,531.5304565,9.36714644733836,1.7,26.4,10.51156,77.2621132516054,24.5,0.41,63.0,61.9,19.2,8.2,3.0,0.2,415,45.3,33.52,174.0,7.5209248582366826,3.482114593,0.78,22.0,30.46,5.97,527.88,3.41,6.36,7.74,7.9,7.51,2.86,10.8,0.59,13.92,254.87,700.12,9.7531,1022.740669,91.7,45.5,2.85164376388673,165.06,0.005291021999999999,6.7,8.03,1.4152078232688472,10.0,0.77,0.77,0.47,49.29876452,66.89642235462277,82.86475778718105,1.235,4.25,1.722,24.443596865305143,41.0,74.55707233508417,92.55401871886907
E06000026,Plymouth,67.2147170140796,14.14,3.00395256916996,636.44,47.7,17.0,88.66,68.68381069840821,57.2342277113153,37.5,997.961792,24.0151106314085,6.4,39.8,12.17399,67.8536102868447,26.2,0.7,63.0,58.8,24.1,13.2,4.5,0.5,226,50.6,79.55,255.0,9.602138777542752,3.295280687,0.68,24.0,38.38,3.86,559.52,3.12,6.68,7.67,7.77,7.51,3.03,14.09,1.14,16.56,245.56,656.37,7.6226,752.5620881,90.5,49.8,5.54340327703547,500.45,0.011639336,10.3,9.67,8.741923223109085,6.85,0.56,0.56,0.4,77.27860129,60.343916761687574,80.55571455720259,0.87,4.67,1.864,28.8181882633703,52.0,71.89493944323495,92.69691722654319
E06000027,Torbay,59.7957903772564,17.3,2.9143897996356998,808.18,78.73,16.0,119.03,70.6750123459355,60.6688839424567,37.9,614.6234741000002,23.609653725078697,3.2,15.7,11.91657,70.37562012756909,26.6,0.74,63.0,62.4,43.0,14.4,3.6,0.4,220,43.1,128.65,269.0,19.453797524841406,3.356571133,1.08,28.7,39.74,7.81,516.6,3.96,7.52,7.68,8.05,7.6,2.88,12.74,1.24,17.66,305.92,784.56,6.6506,507.75956460000015,89.6,51.7,2.6734423331860397,582.58,0.00712361,10.0,,13.99322433348063,8.01,0.58,0.58,0.43,76.80807188,62.13830755634114,80.49806893504199,1.555,4.955,2.306,29.165501381419002,43.0,70.55336831284572,91.60661781291763
E06000030,Swindon,63.6635064851384,14.8,2.68485915492958,849.2,36.75,17.7,154.24,71.67996941668409,56.307584730235604,37.9,763.1730957000003,17.741481272880897,2.1,23.1,11.16378,70.8021753908906,17.6,0.49,63.0,61.0,18.4,10.6,3.8,0.1,203,41.4,72.11,222.2,7.797477934774022,3.140475903,0.63,22.0,30.29,3.73,665.2,2.73,7.9,7.63,7.89,7.51,2.77,11.21,0.85,16.73,407.01,1072.65,10.2743,865.1767794,91.4,41.5,5.96456726601234,295.24,0.00579988,6.8,4.86,15.766049838735833,7.92,0.65,0.65,0.43,68.3615921,62.498882862754286,81.70223427449143,0.77,4.195,1.5679999999999998,28.700809804737247,81.0,69.80112301455395,90.96779896400764
E06000031,Peterborough,68.2642521619706,11.88,3.36463223787167,590.62,16.66,19.5,83.33,61.72078864393121,47.9593305749735,38.4,921.5175780999999,24.58761282290689,4.6,22.2,11.59186,66.7091430391845,19.8,0.48,54.0,55.4,28.5,20.5,4.9,0.2,285,49.3,73.79,260.7,12.15049006258364,5.333925992,0.69,25.8,33.23,2.39,656.37,2.29,7.2,7.63,7.84,7.59,2.77,8.94,0.83,14.37,228.46,524.24,10.1494,931.5882688,93.8,47.9,2.78052735511662,354.63,0.003777551,9.5,13.99,14.424918300247214,7.73,0.74,0.74,0.49,94.78663556,60.45378504882088,80.24183226307072,0.465,3.355,1.304,26.862816673273894,40.0,67.41136312051945,87.1887664670863
E06000032,Luton,60.6484439818328,12.2,3.92022008253095,772.49,11.68,16.0,102.9,58.667668076197,40.72178937557221,38.0,811.9129028,16.2832773326441,2.6,31.3,12.19147,68.9005558987029,16.3,0.64,59.0,56.4,15.7,22.7,4.6,0.4,250,45.6,66.79,267.3,6.232873319983717,5.448000778,0.52,17.1,31.11,2.57,433.03,1.83,8.18,7.64,7.96,7.66,2.44,8.22,1.07,14.7,188.36,391.27,11.3321,605.3735343,87.3,32.5,4.892435603097759,849.68,0.013600922,11.6,,21.951435950847465,9.17,0.53,0.53,0.4,88.37087652,60.38387316740538,80.26774633481077,0.5449999999999999,3.345,1.1720000000000002,30.911539648627702,69.0,64.57452852271206,82.9360648166222
E06000033,Southend-on-Sea,67.980183634353,15.22,2.1567596002104197,636.34,17.03,15.9,53.87,62.9678851866555,55.750732906896886,37.5,682.9182739,21.4362272240086,2.6,17.3,9.84945,73.9430147058823,16.5,0.58,69.0,71.5,29.1,12.9,3.6,0.2,209,47.8,74.4,239.8,9.779835840379304,2.905643065,1.04,20.1,33.91,3.83,599.17,2.9,6.82,7.64,7.88,7.6,2.91,11.35,1.27,11.55,165.76,346.81,10.2649,576.33105,85.9,47.6,11.951200588553,618.94,0.010795504,9.3,11.51,6.028619500939916,8.93,0.5,0.5,0.45,94.14511435,62.00200204973064,80.63003074595943,0.735,4.085,1.6860000000000004,27.60892953200645,37.0,66.2374270659873,89.18088109390236
E06000034,Thurrock,68.9705403162816,14.19,2.11521152115212,658.04,7.78,17.9,40.63,60.9120347458138,47.285963721627205,38.6,693.5300292999997,18.7212998940304,1.6,23.4,10.10492,74.5065789473684,15.3,0.31,66.0,60.0,23.7,13.9,4.1,0.3,413,47.2,71.92,232.3,9.037176176130053,3.1106302410000004,0.6,19.1,31.92,5.03,614.24,2.3,6.87,7.53,7.82,7.4,3.07,10.05,0.71,14.81,142.41,322.37,11.4523,859.3309104,86.3,41.0,9.181278075641213,261.26,0.007140542,8.7,13.84,5.216635270250689,10.07,0.69,0.69,0.55,86.56716418,61.98986813505289,80.7721634545718,0.78,3.67,1.334,31.081595285504516,26.0,67.39083225614644,87.95590581142858
E06000035,Medway,69.21949696295201,15.2,2.40726124704025,483.08,28.65,14.7,63.78,63.92027047129311,48.3171741673461,37.5,601.6491089,23.2018561484919,2.9,24.8,11.09336,72.77635691957941,22.0,0.41,63.0,63.6,24.7,16.4,3.9,0.5,326,47.7,64.75,240.7,9.395965143931834,3.633653219,0.59,20.9,33.04,3.87,574.15,2.85,7.9,7.51,7.82,7.45,3.23,13.05,0.74,16.75,140.77,389.16,12.0612,630.2590742000001,92.3,39.5,5.429801380146719,631.92,0.004848669,9.0,15.7,6.838099008475642,9.31,0.59,0.59,0.44,106.9046805,62.49811484407334,80.81696640333986,0.72,3.86,1.472,28.687591656269802,29.0,70.25567343320952,89.40056857363892
E06000036,Bracknell Forest,62.51653751199761,12.57,1.67464114832536,505.43,23.65,10.9,58.86,73.8708912570535,58.3483939740532,37.5,528.9161377,9.758364312267659,2.8,26.4,8.59179,75.2274317704689,21.4,0.31,64.0,68.0,14.8,8.4,2.4,0.1,170,44.7,49.16,178.2,9.103303543407163,2.84629981,0.5,19.0,26.36,3.71,591.1,2.73,5.9,7.78,7.95,7.65,2.76,12.97,0.66,13.26,215.37,542.36,10.6043,638.4153809999998,89.5,49.4,4.29783301496952,218.04,0.004444486,5.2,5.96,15.61524047470331,11.88,0.78,0.78,0.44,47.83194714,67.79932114796674,83.41018278049903,0.62,3.53,1.246,27.159878940971797,32.0,72.26750213469043,91.98137666606146
E06000037,West Berkshire,56.5830038669925,13.59,1.52284263959391,439.56,41.88,10.1,65.68,68.5240876594305,60.0818289317144,37.5,449.1184081999999,10.1729399796541,1.0,18.6,9.24819,74.09543786051391,16.0,0.48,64.0,69.5,11.6,8.4,2.8,0.1,249,41.7,40.51,184.0,8.475178213823147,3.756425465,0.72,14.0,27.36,4.5,555.1,3.18,5.4,7.88,8.02,7.84,2.7,9.74,0.73,15.12,212.06,491.1,9.8118,1379.618749,90.1,50.7,4.18713412232529,104.96,0.002800782,6.6,8.68,11.354532666359676,11.15,1.54,1.54,0.54,50.48982192,68.6081601241429,83.16479022500899,0.81,4.025,1.472,24.5312639627113,22.0,73.7206566478987,92.76122303810136
E06000038,Reading,55.7239880284139,11.06,2.8047464940668796,566.65,27.07,13.0,79.45,68.7515976507864,50.790429093402395,37.5,1140.235474,20.151133501259398,4.3,33.7,12.15593,71.08843537414971,14.5,0.42,60.0,60.7,14.9,12.6,4.1,0.4,153,41.4,74.95,253.4,7.23905041932445,3.529079616,0.56,18.5,27.99,3.37,504.98,2.1,5.33,7.64,7.7,7.58,2.98,9.39,0.87,13.7,261.47,510.54,11.6694,593.6141914,86.3,56.3,3.2597439998039297,820.9,0.008684425,9.0,14.16,15.318345863740252,10.54,0.56,0.56,0.37,89.61845064,64.75351065850505,81.07993909425684,0.6799999999999999,3.1950000000000003,0.998,28.314545128599896,51.0,65.92317007635346,88.47403673323187
