Area code,Area name,ow_obs,hyp_ten,low_bw,alc,Li.2.1.n,smoke,Li.2.3.g,activity,eating,Li.2.6.c,sti_screen,teen_preg,in_eet,Li.3.2.b,pupil_abs,ey_dev,training,Li.3.8.a,Li.3.9.a,ks4_dev,low_pay,pov_child,unempl,Li.4.3.d,wp_safety,Li.5.3.b,incare_child,avoid_mort,suicide,inf_mort,dementia,disability,diff_adls,kidney,frailty,cancer,diab,srwb_sat,srwb_worth,srwb_hap,srwb_anx,depres,Pe.3.2.b,semh_child,self_harm,Pe.3.2.f,air_poll,pub_greenspace,priv_greenspace,Pl.1.3.a,env_noise,road_safety,road_traff,Pl.2.2.a,Pl.2.4.a,rough_sleep,house_afford,GP_dist,pharm_dist,sport_dist,crime_pers,hle,Pe.1.1.combined.b,musculo,resp,cvd,ow_obs_child,drug,can_screen,vac
E06000039,Slough,66.7574275268034,12.17,3.71376811594203,678.43,15.83,21.3,102.49,55.7970272786905,45.079690811990005,38.0,772.4552612000001,12.341062079282,3.2,34.0,9.65615,73.5405291894162,26.9,0.4,69.0,73.9,16.5,16.3,3.7,0.2,181,43.8,48.84,278.5,10.079554708218902,5.653431501,0.38,18.4,30.59,3.16,524.65,1.53,9.45,7.54,7.73,7.42,3.26,7.5,1.02,13.55,172.62,365.89,12.0684,578.980185,81.2,38.6,2.98261090026325,515.47,0.01699019,8.9,10.13,19.44846826546489,10.17,0.49,0.49,0.39,91.01212511,59.34376643060249,80.48177879714576,0.5700000000000001,3.165,1.162,31.68530829104995,32.0,62.80034828363664,87.47506190737845
E06000040,Windsor and Maidenhead,58.6676372885099,12.79,2.63705759888966,510.29,33.91,8.4,62.71,71.1521428872074,55.963678495793715,37.5,611.9029541,5.49651887138146,1.1,27.9,9.0954,74.2621015348288,27.3,0.23,69.0,73.5,14.5,7.4,2.7,0.1,196,49.7,31.15,181.5,8.478259650500746,3.608660786,0.8,17.8,25.45,3.83,546.09,3.04,5.18,7.83,7.87,7.73,3.02,8.61,0.73,15.28,168.29,496.38,10.7974,687.1793097999997,87.8,48.0,12.1598876121559,181.95,0.00601356,6.1,4.29,7.289305925543053,12.87,0.69,0.69,0.43,56.49874756,70.20147376512531,83.1606847971585,0.535,3.245,1.484,23.977229474061303,27.0,70.53175599247803,90.34500912334649
E06000041,Wokingham,50.9383166614797,12.48,1.9736842105263201,389.36,25.77,8.2,68.95,73.4865039543401,58.620172800669,37.5,486.43502810000007,7.52125572269457,1.1,32.1,8.65824,75.29986672589959,18.4,0.38,72.0,75.3,11.9,6.8,2.5,0.1,210,48.1,27.39,156.1,6.704929814772698,3.38664158,0.77,16.8,24.9,4.23,451.97,3.07,5.23,8.04,8.02,7.76,2.51,8.93,0.6,11.82,194.85,562.32,10.8497,716.4990512,91.6,48.2,3.9654139396059196,190.99,0.005909795,5.4,3.44,4.167187565112306,11.84,1.02,1.02,0.5,38.42146935,71.21444823460075,83.92745164574143,0.76,3.71,1.344,21.138908538558148,27.0,74.08250080729647,93.1556921799642
E06000042,Milton Keynes,64.80473067443461,12.69,3.3471469556901496,621.48,22.14,13.4,71.19,67.10740660432789,54.1094345546544,37.5,651.9523926,18.412976764576896,3.4,27.1,11.44944,73.31612903225809,16.5,0.37,65.0,59.9,13.5,15.5,4.3,0.3,245,46.5,57.8,233.8,7.389771799584772,5.186721992,0.56,19.0,31.1,2.36,553.23,2.45,6.33,7.59,7.84,7.62,2.8,9.99,0.72,13.95,130.55,288.95,10.856,610.5685599,86.7,47.7,8.760918682992031,302.66,0.005491962,5.9,19.75,15.26393578722818,9.56,0.81,0.81,0.45,80.36648338,64.01616674174538,81.12047787287749,0.47,3.625,1.192,28.619221008678604,29.0,69.55013694981311,90.80719217460822
E06000043,Brighton and Hove,50.3966347478797,9.57,1.57513835674755,487.89,62.04,19.3,65.88,76.6503915159686,61.31893584967821,37.5,1555.434448,12.642538423401101,3.0,46.5,11.76736,72.6280120481928,23.2,0.43,67.0,68.2,18.3,13.2,6.0,0.2,156,44.6,81.99,260.3,14.3815711271572,3.343653251,0.59,21.9,33.63,2.98,558.97,2.29,4.09,7.56,7.57,7.38,3.43,11.11,1.27,16.03,264.98,519.04,10.8699,593.7484767000002,87.0,61.2,7.67222692790772,759.96,0.010856216,11.2,,22.038946951565965,11.87,0.44,0.44,0.38,76.93658637,65.34734275727888,80.89033729919592,0.4,3.46,1.1840000000000002,21.997765338598494,41.0,66.57309323864155,85.76376090811988
E06000044,Portsmouth,64.4315932989314,11.8,2.7372262773722595,640.35,34.03,17.5,77.17,67.7190158322763,50.3724132985994,37.5,918.1862183000001,18.8552188552189,3.7,38.5,13.5608,70.3396524486572,20.6,0.48,57.0,57.1,21.7,17.3,4.4,0.4,185,43.1,93.91,283.9,13.287930771251034,3.522557919,0.65,21.3,31.53,2.83,564.03,2.55,6.13,7.65,7.78,7.64,2.78,10.25,0.95,16.43,359.19,516.79,12.4224,498.9102336,85.9,56.3,10.0512701462518,637.78,0.020187353,10.8,14.43,8.831745943207224,8.67,0.44,0.44,0.38,102.206542,62.45875388713029,80.16498445147886,0.81,4.205,1.474,30.318915506575646,57.0,65.52275564988156,93.06660210647078
E06000045,Southampton,64.1632687102583,10.41,2.7416520210896302,856.65,39.74,16.2,109.16,69.2988527105237,52.31032704044661,37.5,1074.40332,17.3568818514007,4.4,49.3,12.26434,71.0283566791937,21.3,0.44,66.0,56.7,16.9,18.5,5.6,0.2,203,47.2,103.77,273.2,12.67939384645307,4.485741749,0.56,22.6,31.93,2.36,653.98,2.16,5.71,7.7,7.71,7.5,3.28,10.99,1.15,19.4,372.9,712.02,11.2241,510.40921060000005,82.9,50.2,9.43298616098151,721.09,0.014808763,10.4,11.05,11.471700501590213,8.07,0.56,0.56,0.39,107.0784348,60.56643024414943,80.3007092675517,0.665,3.98,1.278,30.34845189652714,70.0,65.03794122162142,91.1118481335964
E06000046,Isle of Wight,62.26535954175771,17.77,2.64227642276423,716.38,79.85,13.2,105.96,74.90411838505399,57.4729321501441,37.5,606.8556518999999,17.910447761194,2.7,28.2,12.59099,72.96072507552871,24.6,0.73,54.0,54.3,30.3,17.8,4.0,0.4,252,51.6,90.2,218.3,10.528937494109208,4.05561993,1.25,27.8,40.43,3.89,518.85,4.2,7.33,7.84,8.03,7.71,2.85,9.87,1.21,17.64,227.48,531.77,9.2131,815.6912699,90.1,53.3,3.9103502397404397,673.28,0.001130725,11.2,8.22,16.95657703231641,7.86,0.96,0.96,0.54,60.36541424,60.35304158600518,81.63852675606552,1.005,4.78,2.22,28.34706205381655,46.0,70.95378174789278,87.91430855917055
E06000047,County Durham,66.6919543261263,16.79,2.76653171390014,758.03,54.66,15.0,96.36,61.9221458434328,52.755891816463006,37.5,584.3964844,26.4246630188176,4.8,34.4,11.38569,72.76459039800109,20.9,0.65,68.0,61.4,24.2,18.1,4.6,0.5,323,46.3,79.57,268.0,12.8,3.946070372,0.95,25.6,38.59,4.31,603.3,3.29,7.89,7.83,8.07,7.53,2.82,12.52,0.98,14.36,195.82,354.25,6.5196,1142.360023,94.1,48.2,3.9757567693099998,268.23,0.001266196,9.8,14.17,2.2771262666514858,3.62,1.03,1.03,0.49,84.76412767,58.84284242286235,79.87624444950472,0.8400000000000001,4.97,2.318,31.028610354223446,60.0,72.78351085877024,95.54700336162294
E06000049,Cheshire East,64.783915717509,15.68,2.41863242759033,615.1,37.31,8.7,116.2,73.7413379238315,52.7011604976649,37.5,492.1970825,11.930405965202999,2.1,27.4,10.10052,72.8976572133169,18.2,0.42,68.0,69.5,20.5,11.1,3.1,0.2,248,51.0,62.9,203.0,8.8,3.363724883,1.0,16.3,31.85,4.91,558.94,3.7,6.62,7.93,7.96,7.61,2.65,12.19,0.91,10.89,228.61,563.18,7.1494,1014.654546,90.7,47.7,3.53661015140396,240.01,0.002600605,9.8,7.76,2.6261193833871688,7.23,0.97,0.97,0.55,62.49376297,68.18524541085638,82.09165366737571,1.01,4.07,2.0380000000000003,25.916673450865805,50.0,72.84794382982305,92.64324749031016
E06000050,Cheshire West and Chester,63.5133645341898,15.12,2.2468251383914,640.79,34.67,13.8,76.1,67.0309794017377,55.616272817009104,37.5,665.0575562000001,13.366912049593198,2.4,28.9,11.60318,71.75184337655729,15.0,0.49,64.0,64.2,22.0,12.5,3.6,0.1,246,50.1,73.72,222.2,8.7,3.0636668260000004,0.86,16.8,34.39,3.92,515.41,3.67,6.7,7.72,7.87,7.6,2.87,10.98,0.91,14.69,209.08,520.13,7.3481,932.5938572,91.5,45.8,0.966424659464787,252.91,0.002885617,10.6,12.5,4.9926285308162655,6.61,0.81,0.81,0.54,63.93795044,65.86139200357121,81.4892391234119,1.09,4.34,2.0040000000000004,25.8454937980374,44.0,72.87321516955305,90.82736551302372
E06000051,Shropshire,73.170165103269,16.49,2.24358974358974,688.92,25.14,13.6,65.98,69.1319602161969,57.37489697405089,38.5,384.1315308,11.045515139973302,2.1,23.7,10.68895,69.8625544753604,22.8,0.52,63.0,63.4,27.3,13.2,2.9,0.2,310,49.2,56.62,200.4,8.651496748287506,4.258843014,1.17,19.9,33.85,6.03,588.59,4.01,6.89,7.77,7.93,7.68,2.97,11.73,0.79,14.53,164.03,409.47,7.1781,2860.190925,89.7,45.3,2.5696747160244,212.99,0.0006710910000000001,12.3,7.4,6.556885666647933,7.79,1.72,1.72,0.82,51.71509395,64.30245414863522,82.01227074317616,0.94,4.41,2.192,26.751460584896,36.0,74.49037577300071,92.80510806991305
E06000052,Cornwall,58.187842240129,15.34,2.9920212765957404,783.39,29.49,13.8,107.69,69.7751028902647,62.9255051312932,37.5,582.3607787999998,15.723645026801698,3.5,32.9,12.31912,68.5154155495979,20.7,0.57,61.0,61.3,33.9,14.3,2.8,0.2,292,45.5,43.29,214.9,14.259272233972588,4.006720951,0.82,26.3,37.12,5.0,595.95,3.6,6.6,7.74,7.95,7.61,2.82,10.93,0.91,13.79,262.83,567.16,6.5187,1855.633113,89.2,50.9,4.25143961607857,339.3,0.000976584,12.6,11.97,9.364487038136431,8.82,1.48,1.48,0.6,45.71459871,62.39719348090351,81.55051734373676,0.885,4.59,2.3200000000000003,27.0796874306988,55.0,72.3844810671483,88.93253606180402
E06000054,Wiltshire,57.638076163821204,15.6,2.5192918747163,586.33,39.49,12.3,123.06,70.7655816108242,64.2066842243481,37.5,472.82336430000004,9.040085642916619,1.9,31.2,10.808,72.1130897741876,23.9,0.5,63.0,68.0,21.5,8.3,2.9,0.1,280,49.3,41.95,181.3,8.850028449017131,2.97880983,0.97,21.7,30.02,4.23,555.06,3.78,6.8,7.8,7.93,7.75,2.8,10.01,0.85,15.57,266.57,692.2,8.8985,1487.641565,90.6,48.0,1.70460021202095,231.82,0.001182013,8.2,7.68,4.417103022904686,9.53,1.55,1.55,0.6,46.22899868,67.11057454463683,82.6187991904655,0.875,4.235,1.994,24.4527786918892,46.0,73.5692052485978,93.89822847657206
E06000055,Bedford,60.8615375672333,14.2,2.96675191815857,592.98,21.19,15.3,95.61,63.4805345438305,51.7721679923539,37.5,699.9776611000003,19.815510761872197,3.7,33.2,11.00817,69.56521739130429,19.5,0.53,48.0,62.3,19.3,13.5,4.0,0.4,308,43.9,60.93,224.6,12.060845798536885,4.113972269,0.7,15.5,30.1,3.87,559.87,3.0,7.23,7.87,7.8,7.59,2.62,11.78,1.16,15.16,217.4,480.25,10.2258,890.5338467,90.9,47.3,3.6184075881126,386.89,0.001888056,10.1,13.11,29.716296766750368,10.89,0.9,0.9,0.49,79.53479429,63.86222825611953,81.67661443978953,0.8200000000000001,4.055,1.5699999999999998,27.66768799701665,54.0,69.1856988651299,92.400004227472
E06000056,Central Bedfordshire,60.9923486255093,14.21,2.7071640805546404,586.51,24.37,13.8,111.71,63.389772824372606,55.7646749485141,37.5,458.2767944,14.464168310322199,3.3,18.3,10.62891,73.1547293603062,18.9,0.43,62.0,64.1,26.3,8.9,2.9,0.2,356,42.6,50.77,189.6,8.972612458920088,3.433649768,0.64,16.3,29.23,3.41,526.07,3.14,6.33,7.88,8.02,7.75,2.61,10.27,0.75,13.98,163.04,465.16,10.1658,1581.538367,90.1,49.0,2.9905681783161198,292.19,0.0031035840000000004,8.4,6.71,5.994231433749637,10.67,1.07,1.07,0.49,60.06219897,66.80809432804665,82.67225940212829,0.625,4.07,1.558,24.418534883579106,42.0,73.29624512635145,93.7352518529758
E06000057,Northumberland,62.2095273349305,17.73,2.44519392917369,954.69,50.87,12.1,173.8,65.67921241406209,55.79808769164151,37.5,482.7721558,17.2697368421053,3.9,32.7,10.84195,74.9773345421577,15.2,0.67,65.0,63.5,33.3,16.7,4.3,0.7,319,47.3,65.68,228.6,11.3,2.674446876,1.04,23.3,38.02,5.93,579.62,4.02,8.08,7.58,7.89,7.47,2.72,12.09,1.0,14.41,392.38,973.31,6.0358,1519.365315,92.8,45.9,2.3917170038744597,284.22,0.000395079,9.8,4.59,0.3122326507927587,5.48,1.3,1.3,0.6,64.56346753,62.172940669551686,81.08984432080031,1.235,5.055,2.544,29.90288553911931,95.0,75.1834520136437,91.8407590329552
E06000058,"Bournemouth, Christchurch and Poole",61.8852578816149,14.16,2.7504342790967,806.83,60.12,14.6,133.23,70.9927258615401,59.740122563160895,37.5,711.8087158,13.0965195550771,3.120538562206834,42.9,11.092413490313364,74.692856570317,21.9,0.57,63.81996745699674,,19.5,10.0,3.3,0.3,233,45.781795736527215,65.54140087296808,218.4,12.304677386300193,3.42294206,1.02,18.7,32.75,5.82,639.64,3.74,6.16,7.653210311685162,7.839126215309361,7.491364127908151,2.8636451195601635,10.83,1.1,15.574100787090426,368.82,817.7,9.303682268611162,646.1181857,88.5,50.1257607685,6.88758030293993,492.11748636728737,0.003450319328714212,8.141701223276678,15.609213409165733,11.369838093505548,9.6,0.6211853940533221,0.6211853940533221,0.4933417975461363,78.67927961,65.55619201382572,81.85973030744043,0.9,4.24,2.086,25.35430373,65.74573757403029,71.019725272909,91.64123409836698
E06000059,Dorset,61.6732675119345,18.03,2.6964560862865903,548.57,48.93,12.4,91.46,70.5035849685423,64.3279933889064,37.5,774.5529785,12.1107266435986,2.9,24.3,11.08399,70.2623906705539,18.7,0.56,60.0,66.3,27.6,10.2,2.6,0.1,296,55.1,58.68,184.7,12.224662680719707,3.575019551,1.1,19.5,34.25,6.38,562.04,4.88,7.13,7.887003166137206,8.123323673781623,7.7226463275995805,2.7119889557059533,10.95,0.93,16.72,274.1,627.86,7.986742467674588,1704.106304,91.4,52.73302451100179,4.08596046188446,258.75,0.001084129,8.757075093379775,8.850671140939598,9.296543810626746,10.49,1.502837756717417,1.502837756717417,0.6504345204577088,41.87181724,65.53298148128474,82.79067716025116,1.215,4.85,2.608,25.45807385,48.0,74.91188007394098,92.88628501757816
E06000060,Buckinghamshire,53.75956807033871,13.94,3.09905921416713,535.43,21.64,10.245362821469506,73.23,70.54704117363241,57.812701790663795,37.5,639.210754394531,8.54250158194474,1.7,38.0,10.7459,73.90267175572521,21.4,0.41,66.0,76.8,17.8,10.5108291871814,2.9,0.2,242,45.5,38.59,165.8218424283273,8.004911038360088,4.084373077,0.79,17.1,26.14,3.11,495.64,3.3,6.09,7.89,8.01,7.68,2.89,10.72,0.79,11.95,144.68,370.77,10.419,1631.1557093648862,88.44845230077581,46.4,2.2947081769651003,204.13,0.002707748,7.0,7.625967111283659,7.221433213778495,11.98,1.11566723265421,1.11566723265421,0.5075440461134801,51.901736662105435,68.56077169346311,83.43329432524965,0.705,3.73,1.6060000000000003,23.537868503913952,31.0,72.51955870358556,91.82443415842363
E08000001,Bolton,62.8654620647995,13.84,4.3034055727554215,702.95,47.07,15.3,94.73,61.1245354617617,50.417047201713,37.5,609.0700072999998,19.40734557595989,4.0,27.3,12.62011,67.5062972292191,13.3,0.45,66.0,61.0,27.7,27.9,4.9,0.6,263,44.2,91.2,291.0,11.7,5.302894122,0.78,22.5,34.42,5.72,607.06,2.46,8.36,7.71,7.89,7.52,2.93,11.67,1.01,14.07,204.21,367.66,8.4678,653.429451,91.4,40.3,1.2124525181166999,299.5,0.010389802,11.9,14.57,7.3588158614019585,4.86,0.55,0.55,0.4,100.7877437,60.43409549640469,79.7635770152643,0.59,4.35,1.6159999999999999,29.180282393408998,68.0,69.97559554232487,91.91526179180195
E08000002,Bury,63.55505072723521,14.04,3.30284552845528,625.91,27.11,16.0,60.24,61.268210934024,46.399576837938994,37.5,604.1940308,22.684310018903602,3.6,29.3,11.78367,70.862859524802,15.9,0.55,64.0,61.3,27.7,19.6,4.2,0.4,346,46.0,77.24,262.2,9.3,4.099560761,0.91,22.7,33.82,4.84,595.22,2.74,7.52,7.65,7.87,7.6,2.96,8.17,1.02,15.08,220.34,554.2,8.2247,568.3629735000002,93.4,41.2,4.74596565194872,198.56,0.011241358,10.6,11.35,1.578050371367854,5.89,0.68,0.68,0.41,80.48056894,61.06265070381046,80.2291939318703,0.725,4.325,1.7440000000000002,27.71118766738815,45.0,70.76104816796182,85.56170572398834
E08000003,Manchester,62.9909235906662,10.15,3.4324580828851605,775.07,44.05,17.2,66.27,67.8200208879169,47.6069540306511,37.5,1493.334717,22.387136672851,3.4,52.0,11.3174,66.93647962683501,22.1,0.48,62.0,55.3,17.6,28.9,5.2,0.3,185,41.8,103.73,385.8,8.7,6.3576158939999985,0.47,20.7,35.06,2.68,698.19,1.82,6.43,7.53,7.75,7.38,3.01,11.73,1.29,15.94,172.45,276.54,8.679,443.2678358,79.3,47.2,6.87873328875275,525.74,0.01652942,15.5,19.35,22.46054339906543,6.55,0.47,0.47,0.44,138.7148552,57.65334488620904,77.92524784205308,0.61,3.905,1.208,32.80518674811789,51.0,60.230369506736075,85.3735650888457
E08000004,Oldham,67.1409610688093,13.31,3.5458452722063,737.31,33.83,18.0,95.28,58.915020750576105,48.05950593418321,37.5,642.1719971,27.5229357798165,3.8,35.6,12.57347,64.12888508696889,14.2,0.61,63.0,56.9,27.6,33.1,5.3,0.2,302,46.0,93.28,315.6,8.4,5.487804878,0.75,27.4,37.34,3.85,557.85,2.67,8.52,7.58,7.86,7.45,2.78,12.12,1.04,14.38,201.84,330.46,8.2753,750.6201886,91.2,37.3,4.43505090759391,395.98,0.005464249,11.7,11.98,0.8488135708313704,5.06,0.6,0.6,0.41,101.6666454,59.82617995696515,79.32763439901879,0.755,4.63,1.6380000000000001,29.71737729388165,48.0,68.81165588183384,90.93128620558865
E08000005,Rochdale,64.2350222227156,14.39,3.0181086519114704,704.23,48.0,16.2,95.54,60.06445572113171,43.20413247736871,37.5,624.4879761,23.1868428147749,3.4,35.1,12.4327,66.1649214659686,17.4,0.64,60.0,58.8,29.9,25.8,5.1,0.5,362,50.1,95.53,331.5,10.9,4.622322435,0.67,24.9,36.34,4.35,614.47,2.87,8.63,7.48,7.8,7.39,3.0,16.82,1.22,13.85,228.59,431.43,8.0288,697.2654261,92.1,38.4,4.53709398494394,226.25,0.007267299,12.2,13.57,1.3636301653174303,4.83,0.62,0.62,0.45,100.8177236,59.90375952836578,79.07443693437756,0.75,4.825,1.81,31.373265119208952,61.0,68.95899619228622,89.90046292631071
E08000006,Salford,66.2068790281355,12.17,3.0012771392081703,885.11,44.89,20.0,128.51,61.712768144749795,49.8810713293887,37.5,1230.863892,28.9815817984832,5.5,27.9,12.94987,67.4292594822396,19.8,0.49,65.0,54.5,18.5,20.5,5.0,0.5,265,41.1,102.77,324.6,10.7,4.903774981000001,0.73,22.4,33.37,3.34,705.98,2.24,6.54,7.55,7.8,7.3,2.95,10.43,1.07,19.11,380.69,694.5,8.714,528.307046,82.1,44.8,3.48730870401096,260.47,0.015878862,11.2,21.56,10.219804408666393,6.35,0.58,0.58,0.4,98.04330053,58.54491093047388,79.03288222068487,0.55,4.045,1.6680000000000001,31.0222464620402,82.0,65.49165455486182,88.29286824822071
E08000007,Stockport,60.6080622477931,15.06,1.69257340241796,709.25,42.46,13.3,96.32,68.2793184270517,56.4747769906419,37.5,594.3321533,15.0209851999116,2.0,27.4,11.75803,70.0027800945232,20.6,0.51,67.0,67.0,26.3,13.2,3.0,0.3,241,40.9,57.54,224.2,8.8,4.688279302,0.93,19.2,31.7,3.1,550.23,3.37,6.71,7.72,7.98,7.62,2.63,13.73,0.93,13.7,252.3,590.41,8.0512,510.04840020000006,90.7,44.7,2.7940692019731497,217.23,0.010409102,9.8,7.43,2.399108902407677,7.33,0.57,0.57,0.38,67.5486248,64.8470012852369,81.73198629080626,0.975,4.555,2.028,27.46707524445725,66.0,71.59522202817917,93.59245097475359
E08000008,Tameside,65.49124833280439,15.99,3.7067888379841696,713.24,40.2,17.0,107.5,62.5113374678488,51.1372273820918,37.5,742.0655517999999,28.0142817907168,2.9,18.5,10.71727,65.6963281508435,16.2,0.65,64.0,61.9,25.4,20.9,4.7,0.3,347,47.7,124.08,316.5,11.6,3.632103105,0.86,24.3,39.03,2.96,621.07,2.85,8.04,7.73,7.97,7.61,2.61,14.15,0.9,13.73,237.78,468.71,8.3712,570.757295,92.4,36.1,4.54344952924843,351.2,0.007977229,10.7,14.57,15.986003365941821,5.92,0.64,0.64,0.4,93.24724574,59.332044387802675,79.17650590371986,0.76,4.94,1.946,30.197496257867797,66.0,68.74400917857264,90.93624892289944
E08000009,Trafford,57.303339833555896,14.28,3.4086067319983,600.96,50.98,13.5,85.33,67.1574176302571,54.2413953749924,37.5,758.507019,12.2670441141779,2.4,29.4,8.54394,75.30364372469641,19.9,0.41,76.0,79.1,23.7,11.0,3.7,0.2,321,45.4,68.47,219.5,6.8,4.183070866,0.83,18.6,31.41,5.04,547.96,3.54,6.42,7.77,7.86,7.54,2.68,13.98,0.97,12.33,156.26,368.89,8.2388,570.4442447,92.5,47.4,4.42526547362186,247.52,0.009753223,10.4,9.69,1.269196598553116,7.53,0.53,0.53,0.4,66.50167111,66.0,82.04189533358716,0.875,4.585,1.8880000000000003,25.355051244509497,41.0,71.63588778142967,92.54600434032815
E08000010,Wigan,68.7410201582109,16.07,2.6869537067012,761.36,58.71,15.5,160.49,61.8454779604611,47.446675466208106,37.5,466.68344119999995,18.7294844564588,2.8,19.9,11.28658,68.6327077747989,13.5,0.63,70.0,62.2,31.5,17.5,4.1,0.5,343,50.0,70.36,281.6,12.3,3.486290399,0.82,22.4,36.89,4.79,674.06,3.13,7.73,7.75,8.09,7.63,2.54,13.0,0.9,15.67,337.3,761.4,7.961,737.0623287999997,94.0,38.7,2.0900236442065503,223.08,0.007146809000000001,10.8,10.92,5.213316650720051,4.8,0.66,0.66,0.44,75.16375948,61.40078567748585,79.55432122617208,0.8400000000000001,4.83,2.092,31.26964756928145,100.0,70.91921031184658,92.79067419228407
E08000011,Knowsley,71.200215726074,15.45,2.3331524688008702,939.67,45.39,18.1,178.57,63.3200620705395,43.42101432858349,37.5,818.2655029,30.794165316045397,5.4,26.1,15.992770000000002,68.3279742765273,14.5,0.67,62.0,41.9,21.2,19.6,3.6,0.5,583,46.8,87.46,344.5,11.5,3.3557046980000003,0.71,24.1,42.39,5.01,670.96,3.14,7.9,7.56,7.89,7.52,2.93,16.3,1.13,19.26,346.59,629.4,8.9456,349.1106492,92.5,42.0,2.9899436740835204,213.62,0.012717871,12.7,16.37,0.6685788020405025,5.0,0.6,0.6,0.53,67.47965849,58.719648193834374,78.59332892071325,0.845,4.835,2.05,34.761703889448754,101.0,66.72579140130523,90.79202849778794
E08000012,Liverpool,62.4459938662241,13.8,2.47701257271533,997.02,51.66,14.7,87.32,66.4194934114624,49.2491542429156,37.5,1122.705811,26.2683878715101,5.4,33.6,14.22803,66.0536686057422,15.2,0.55,62.0,57.1,22.1,23.7,4.0,0.6,222,54.3,127.3,354.8,9.5,6.123939547000001,0.64,24.3,37.47,5.67,645.56,2.83,6.45,7.5,7.72,7.43,2.81,12.4,1.4,18.2,281.23,405.95,9.3334,352.6912314,83.9,46.0,5.62255449993196,544.92,0.01504715,15.6,9.67,3.0314421176442057,4.21,0.44,0.44,0.45,95.88451418,59.24590916991032,78.20536039804857,0.845,4.44,1.7659999999999996,32.349824243407795,102.0,63.43715014302355,89.03277474346253
E08000013,St. Helens,72.55393066336501,17.75,2.78241513633834,882.7,100.19,15.8,226.78,61.7463655199436,49.0388785631627,37.5,680.9095459,37.2556252305422,4.8,20.4,11.19029,69.0374585111427,17.9,0.51,63.0,59.8,32.9,17.6,3.5,0.4,436,44.6,120.62,289.7,16.1,3.504088103,0.99,25.6,37.34,4.26,631.11,3.41,7.98,7.63,7.86,7.45,2.94,15.0,1.09,17.48,433.37,978.73,8.3773,453.7485601,94.5,39.2,3.6045743103266297,258.54,0.006751008,11.3,9.12,7.7756610700420445,4.78,0.74,0.74,0.44,73.66328055,59.25076673572194,79.37530227882411,0.56,5.4350000000000005,2.254,33.3404383032967,125.0,70.74552489606809,89.37838826275953
E08000014,Sefton,71.2424204526513,17.46,2.8894472361809,912.31,52.89,11.1,115.76,63.689093595260495,48.3315448367345,37.5,731.6604004,17.8981184029371,3.1,34.8,11.75857,70.822192513369,17.6,0.55,67.0,62.3,32.9,15.6,3.1,0.4,448,52.4,89.7,256.5,11.5,4.197012714,1.05,25.1,38.34,6.2,568.73,3.95,7.37,7.61,7.95,7.4,3.07,12.09,1.3,12.26,333.33,775.82,7.8618,534.6704645,92.1,43.7,3.50598810192778,539.09,0.005361768,12.5,4.93,3.9942482824732384,6.09,0.58,0.58,0.46,63.43229386,63.16976571918255,80.77180641694143,0.675,4.75,2.3839999999999995,30.38976921574975,89.0,68.76057726311623,89.25195420520208
E08000015,Wirral,62.477108703922795,16.18,2.07357859531773,895.05,44.34,12.0,178.76,62.104627689284,50.240190350989295,37.5,708.5452881,20.5596801827527,3.4,23.1,13.31707,70.4526972079154,16.1,0.71,60.0,66.8,30.4,14.8,2.8,0.3,287,51.6,123.03,278.0,9.7,5.078669588,0.95,23.8,39.18,5.12,552.96,3.68,7.27,7.68,7.94,7.48,2.81,16.48,1.13,16.76,287.98,604.07,8.0131,460.4826575,93.4,44.6,2.42061137554492,364.69,0.007839676,12.2,6.87,4.949959008151964,5.77,0.55,0.55,0.47,66.54601142,62.58636410042229,80.160079818089,0.93,4.79,2.248,30.292194748466,100.0,70.03187063207815,92.81957930117916
E08000016,Barnsley,69.7235632287695,15.62,2.86532951289398,856.27,49.74,17.4,143.07,60.27405168916179,47.6667686074193,37.5,495.6637573,26.280860100876,2.8,28.8,13.30061,69.9965313909122,15.8,0.56,65.0,60.8,24.5,19.7,5.0,0.5,342,44.2,61.77,267.3,9.2,2.800097395,0.81,27.4,39.96,4.4,595.73,3.04,7.66,7.73,8.0,7.48,2.8,12.27,0.81,15.3,333.33,712.71,7.4596,882.9991723999997,94.3,40.7,5.83199768351421,320.75,0.004168631,9.7,4.31,6.933144099282623,4.65,0.73,0.73,0.46,84.26217073,61.02839734256665,80.02452497767119,0.535,4.695,2.164,25.05177021070015,72.0,73.45824259224506,95.10620439824278
E08000017,Doncaster,71.439312222628,15.5,3.2981978918735098,828.71,27.79,19.6,128.36,60.128392515962894,53.135001177630215,38.7,626.4438477000001,22.6290886648838,3.2,20.2,14.33661,70.52856380138809,20.9,0.6,60.0,58.5,30.2,21.5,5.6,0.4,398,49.5,86.39,278.8,12.3,4.045853001,0.87,26.5,37.88,5.46,553.25,2.95,8.3,7.59,7.79,7.37,3.2,10.73,0.81,13.82,240.24,486.09,8.5418,1301.403245,94.1,45.8,7.113369528115361,251.98,0.004094168,9.6,11.39,8.694476109511756,4.98,0.73,0.73,0.51,107.2898352,59.149720810711614,79.81005081438259,0.635,4.775,1.942,29.531005369972053,62.0,71.50627306751672,89.87420225640963
