Area code,Area name,hyp_ten,low_bw,alc,Li.2.1.n,smoke,Li.2.3.g,Li.2.6.c,sti_screen,teen_preg,Li.3.2.b,pupil_abs,ey_dev,training,Li.3.8.a,Li.3.9.a,ks4_dev,low_pay,pov_child,unempl,Li.4.3.d,wp_safety,Li.5.3.b,Li.5.4.a,incare_child,avoid_mort,suicide,inf_mort,dementia,disability,kidney,frailty,cancer,diab,srwb_sat,srwb_worth,srwb_hap,srwb_anx,depres,Pe.3.2.b,semh_child,self_harm,Pe.3.2.f,air_poll,env_noise,road_safety,road_traff,Pl.2.2.a,house_overcrowd,Pl.2.4.a,rough_sleep,house_afford,GP_dist,pharm_dist,sport_dist,crime_pers,hle,Pe.1.1.combined.b,musculo,resp,cvd,ow_obs_child,drug,can_screen,vac
E08000022,North Tyneside,15.41,2.2613065326633195,944.3650805822592,67.55921730175079,18.0,135.85423490000002,37.5,698.7290039,25.0,21.5,10.21775,64.416135881104,18.0,0.68,71.0,63.2,23.8,14.1,6.4,0.5,305,46.1,1.0976395150225402,75.3756425,281.0,11.7,3.102836879,0.9,22.8,5.5,697.736794,2.78,7.07,7.6,7.75,7.31,3.18,8.22,0.86,16.3,253.9462403,440.8280062,7.0825,2.3176824353440497,531.16,0.01021586,11.1,4.3,5.06,0.4932790726353435,5.55,0.86,0.59,0.42,44.89826119,61.52340757183377,80.1285825625848,0.84,4.5,2.172,28.124496433201948,52.12716870061014,73.17391499088697,96.01304310824092
E08000023,South Tyneside,16.02,2.78330019880716,983.665476102494,94.4018561907145,17.4,164.1031063,37.5,843.0302733999997,25.0,26.3,12.34415,60.56085918854421,19.3,0.56,72.0,59.3,27.0,19.5,9.0,1.1,325,47.2,1.36922898908474,102.336688,294.4,10.2,2.054653791,0.99,24.3,3.78,696.5943877000003,2.75,7.12,7.59,7.78,7.31,3.06,9.81,0.93,20.4,214.68714590000002,476.60711789999993,7.2727,6.11521944073615,516.25,0.0076073680000000015,12.3,5.28,8.72,0.6734233475874608,4.71,0.77,0.61,0.44,56.37900266,57.316017374322364,79.56406949728947,0.585,4.87,2.184,32.23231186158015,69.61987978921803,70.86418568594453,94.83362401490774
E08000024,Sunderland,16.67,3.46798780487805,949.335538595466,115.05930450322501,21.5,113.73703059999998,37.5,751.7044067,34.6,31.3,12.67937,65.87452471482891,17.3,0.64,73.0,51.9,22.7,18.5,8.4,0.7,318,47.8,1.2885956175298798,104.642837,306.8,10.0,4.102096627,0.88,25.1,4.21,808.41576,2.65,6.8,7.6,7.85,7.33,3.0,8.92,0.88,16.0,180.518448,440.5105121,7.2928,3.21395909384535,471.14,0.008200315,14.0,5.68,33.37,1.4450188394331192,4.49,0.79,0.66,0.42,61.89376944,59.318047924049814,79.00027635985305,0.565,4.6,2.214,29.198038577246198,41.380002796553,72.33285455305642,94.88430229091084
E08000025,Birmingham,12.14,4.13418069842102,721.803061552189,17.726431527522102,15.9,63.03046998,37.5,952.9825438999999,25.3,43.9,12.0166,61.9252964677532,13.0,0.61,65.0,55.6,21.6,27.6,9.6,1.4,237,44.6,1.10224699814453,70.509618,301.6,10.28601719204763,7.542892875,0.57,21.1,3.68,632.8105072000002,1.77,8.39,7.48,7.68,7.39,2.87,7.41,1.12,17.3,197.8256274,344.1528983,10.0999,3.64491007894985,752.38,0.014740888999999997,15.6,12.4,18.39,3.2346466597780674,6.08,0.6,0.53,0.47,63.91302395,58.85601401680218,79.53207475627835,0.485,3.715,1.2879999999999998,31.20690618573395,41.07905700100608,64.40641903728469,85.58377693911919
E08000026,Coventry,13.23,2.8794533918984904,770.753549213466,44.5564606867996,16.7,71.55197942,37.5,906.9960937999999,29.9,43.2,10.82323,63.910270508027295,10.3,0.44,65.0,53.7,23.5,19.6,6.1,0.4,254,47.7,1.36506825341267,79.5974259,275.0,10.073959181610995,3.975265018,0.58,16.9,3.69,602.0896357,1.91,6.69,7.55,7.68,7.48,2.53,7.62,0.96,16.7,254.3151847,522.3095114,9.8137,16.753120203645302,547.03,0.012750447,14.4,9.48,10.15,2.61409052885956,6.06,0.59,0.48,0.39,56.16809183,63.2973103913003,80.33951052607121,0.51,3.67,1.28,28.92008179445665,46.03015968601264,69.38850400875461,92.3827337139696
E08000027,Dudley,17.82,3.54086751254057,864.205055759519,37.8363504137429,18.5,105.8877828,37.5,518.8734741000002,24.3,28.2,12.08538,60.58960434445311,13.9,0.54,68.0,54.9,26.0,19.1,6.8,1.0,355,44.8,1.0335439634310302,109.01109299999999,241.9,9.829392822848916,4.608703359,0.37,21.4,5.68,620.7498045,2.76,6.83,7.6,7.7,7.35,2.89,8.9,0.77,17.1,230.8545184,574.1403114,9.5883,4.07558859611606,377.34,0.011687141000000002,11.8,5.4,21.54,0.9483736971716334,6.15,0.7,0.62,0.4,49.52407447,61.6159981158976,80.93555136866131,0.5900000000000001,4.075,1.8019999999999998,32.57514316810655,51.48251561243389,70.65147671514733,92.47613044210087
E08000028,Sandwell,15.16,4.10833142070232,782.0534251439099,35.57437616259629,17.7,95.5843439,38.9,838.9443358999997,31.6,21.2,11.23036,57.7434110215639,9.1,0.48,67.0,49.2,27.4,26.5,8.1,1.1,482,51.4,1.21236827007277,69.4953863,313.3,10.232331603612684,5.520614955,0.68,19.8,4.39,654.2057765,1.86,8.91,7.62,7.59,7.32,2.78,7.48,0.92,16.4,242.232656,469.0687386,11.4762,2.92097326641397,483.65,0.015732161,14.3,8.66,9.19,1.2535216122794977,5.39,0.6,0.55,0.45,57.25773344,58.61047223292939,79.22443521016856,0.54,4.075,1.61,31.569487838410506,49.43043338667919,66.0543431236634,90.32085177144657
E08000029,Solihull,15.15,3.42498794018331,706.7160769823261,35.1839092255142,11.6,84.4568353,37.5,558.1021728999998,19.0,33.2,11.66677,68.43086097651879,14.0,0.46,74.0,61.8,21.5,11.2,4.8,0.4,321,46.3,1.0311120185804301,73.7284592,198.2,9.151358706421318,4.735128736,0.82,16.0,4.01,591.1283145,2.92,7.08,7.73,7.92,7.6,2.88,7.66,0.76,14.6,174.58252130000002,340.4092629,9.5678,2.4044919053580203,191.61,0.008694149,10.6,4.51,4.2,2.3715340030545358,8.2,0.77,0.68,0.52,52.41564454,65.95405200299764,82.35134940284775,0.52,3.89,1.6939999999999995,24.451967285588,36.80490105861297,72.53477244156144,92.45238772694485
E08000030,Walsall,15.56,4.24514200298954,681.474048549868,28.9461033892786,17.6,96.95085749,37.5,812.7719727000001,31.6,39.8,12.40251,60.76568015205,11.3,0.43,61.0,52.2,28.8,24.0,8.0,0.7,429,43.1,1.18327402135231,93.6837052,284.0,10.462115309807773,6.776638431,0.79,20.5,5.26,610.3221074,2.11,8.77,7.54,7.81,7.43,2.85,8.66,0.89,13.7,175.64731830000005,400.6505954,10.5184,9.41485185268551,532.61,0.00944434,13.2,6.55,18.45,2.5373350732202407,5.61,0.67,0.6,0.53,61.01928375,58.506501377410466,79.84063360881542,0.71,4.42,1.8319999999999999,31.43030780951645,38.57843045775034,69.75392452230065,91.97940864326414
E08000031,Wolverhampton,14.84,3.4561460710792296,894.7875711015739,30.059019729122,19.3,120.2241435,37.7,778.2053222999997,31.8,28.3,11.89641,60.87740384615379,12.6,0.53,68.0,50.5,28.5,24.3,9.9,1.3,251,50.8,1.20186957489428,135.280447,296.9,10.184651019124756,5.617977528,0.84,24.0,4.28,709.2574944,2.16,8.19,7.14,7.43,7.08,2.54,8.61,1.0,17.4,267.85324269999995,556.9934287000002,9.9199,9.07604380399833,669.6,0.0115067,14.6,8.1,17.67,5.0959209113074575,5.47,0.68,0.58,0.45,60.81393617,57.96352771004993,79.41865891041373,0.66,3.905,1.646,33.038853105494105,52.16835274535908,66.80064103925011,90.3478961166304
E08000032,Bradford,13.04,4.10137620929282,770.65128896373,42.1920698086973,20.9,114.0165228,37.5,437.89013669999997,22.4,38.4,13.52484,62.1524774496478,9.2,0.61,62.0,46.9,24.5,28.7,8.4,0.8,303,51.3,1.0430716662170698,63.333501299999995,294.5,11.4,5.899459909,0.76,20.5,3.59,539.7924494,1.98,8.32,7.52,7.83,7.29,2.72,8.87,0.95,16.7,234.5081728,461.102159,8.3848,4.1850535415756696,722.49,0.004665079,15.0,9.75,16.15,3.0195572951560643,4.65,0.8,0.55,0.42,87.55772544,61.58237408917885,79.4771732791826,0.52,4.3,1.56,27.7639886619914,53.45103096275432,68.08170231477523,92.33873729923825
E08000033,Calderdale,13.69,3.3486238532110093,626.00935613838,42.315998365727,18.7,115.27541940000002,37.5,732.8880005,24.7,21.8,9.7377,64.459316660796,17.2,0.51,73.0,62.3,23.0,18.3,5.3,0.5,213,48.7,1.09006744481222,70.0310763,267.5,13.0,3.749330477,0.77,19.8,3.92,596.0333795,2.49,6.25,7.55,7.86,7.36,2.82,10.71,0.96,15.5,157.522973,368.228634,7.5037,5.3694302357942805,408.65,0.0027633540000000004,13.6,6.54,4.72,0.9623157165402826,4.84,1.01,0.77,0.44,76.42711421,64.52202836906731,80.3850451326071,0.48,4.335,1.706,26.32599624565595,39.97592472349699,72.00550127039341,93.17775768147146
E08000034,Kirklees,13.76,3.5152258328223995,667.995447720023,24.406117800195197,16.4,83.30639129,37.5,740.0932617000003,25.1,23.7,10.58709,65.1658767772512,12.4,0.67,66.0,57.8,31.3,20.1,5.8,0.5,288,42.7,1.10622293932605,63.04144470000001,242.3,9.7,5.089366859,0.72,18.5,3.98,632.2438077,2.21,7.03,7.72,7.87,7.34,2.92,8.95,0.93,13.2,148.5018129,264.95074680000005,7.8438,6.852074847865981,526.82,0.004385972,14.0,8.47,11.27,1.3861454759677028,5.2,0.89,0.71,0.43,65.33365677,61.60790842198888,80.56828822584932,0.56,4.305,1.65,28.316309575616245,33.32082774382663,72.12754610197997,94.02967769077698
E08000035,Leeds,12.11,3.2591330280115,635.073702997511,33.6339628282426,18.5,81.01114969,37.5,835.5396118,27.3,43.2,11.31424,61.783313562672994,17.2,0.41,66.0,56.4,18.6,17.8,6.1,0.5,224,45.2,1.00950593848414,77.5845953,267.1,10.5,4.102395799,0.68,18.2,3.25,658.8124052999998,2.2,5.93,7.68,7.89,7.41,3.21,7.79,0.92,15.0,211.13016180000002,412.067423,8.5108,6.853597024724151,460.71,0.007785915999999999,13.5,9.11,25.47,1.681296098229078,5.92,0.74,0.65,0.39,87.46878286,61.60725026609744,80.23443876396283,0.46,3.82,1.5219999999999998,27.24966541965825,41.81694967053492,67.80806290679085,92.86031695284115
E08000036,Wakefield,15.19,2.28335625859697,872.465732292672,44.781509570242,21.9,169.9999086,38.0,522.1430664,20.2,23.9,12.958,64.8117054449508,18.5,0.56,65.0,58.5,25.4,16.5,6.3,0.5,467,46.3,1.06095936042638,71.5980097,280.4,9.2,2.91812573,0.71,25.0,4.49,589.5261525000002,2.49,7.12,7.68,7.87,7.39,2.85,9.13,0.83,14.9,185.2565172,379.9243034,8.4481,7.70915540854329,377.79,0.005604688000000001,10.9,4.78,3.13,1.4969297969863808,5.41,1.11,0.81,0.44,72.44541445,59.56602687887144,80.03374079762408,0.495,4.78,1.914,27.5798205922045,49.938254159082966,70.40218685858406,94.14734974204224
E08000037,Gateshead,16.2,2.9814271749755603,1011.0110111292,66.67500104179689,18.3,159.1930885,37.5,693.319397,27.7,28.8,11.3588,63.7291280148423,16.6,0.55,72.0,59.7,24.6,14.8,7.0,0.6,298,53.7,1.34373767536199,84.7098687,291.9,8.7,4.274134119,0.91,21.6,5.65,665.4396912999998,2.57,6.67,7.66,7.85,7.33,2.98,9.29,1.0,14.3,286.3202411000001,544.3069834,6.9625,2.6216034576235,482.21,0.007531205,12.7,6.16,37.8,0.4957268346850152,5.12,0.86,0.68,0.44,56.29969662,57.967968114849995,79.58165810711665,0.76,4.73,2.004,28.54822335025381,62.41993934821028,72.7818467649743,90.79320773433916
E09000002,Barking and Dagenham,11.56,3.40876539673446,520.7935654917591,15.8660002946543,18.4,63.35082975,38.7,1080.582275,30.9,38.2,12.31843,67.8087869577231,14.4,0.39,69.0,54.6,25.0,20.8,9.7,0.5,354,39.3,1.08286057393681,76.9803404,309.7,7.3822524695333245,4.458314757,0.43,17.4,2.59,651.2573819,1.28,7.43,7.45,7.81,7.45,2.84,4.66,0.75,14.9,100.38892740000001,193.1283092,11.0992,21.43709363100989,1049.72,0.012716606,10.0,20.14,47.39,9.847317344572405,8.82,0.43,0.46,0.41,73.65793374,59.08754215882738,79.6946405975352,0.45,3.125,0.884,34.1871456808967,22.984075763645677,62.23355256348117,88.05669433225512
E09000003,Barnet,11.88,2.57572635483206,488.682795314607,22.4371285038999,14.6,57.42268507,37.5,990.3721312999999,11.5,39.2,9.88773,68.0630630630631,23.5,0.34,76.0,70.2,28.3,10.1,5.8,0.3,280,43.8,1.06016111215885,34.0974961,171.4,9.272275373597687,2.35788937,0.72,15.2,2.93,488.3844574,2.11,6.16,7.53,7.92,7.62,2.49,5.92,1.0,14.9,103.63637800000001,272.9646996,10.6617,2.92079612105633,894.96,0.013679173,9.2,18.02,6.86,5.544144591290941,13.76,0.55,0.52,0.38,58.86297515,68.80480281325737,83.47481453516308,0.445,2.765,1.19,26.24982261875536,26.13442080087017,64.49737996540142,77.1379514744773
E09000004,Bexley,13.84,2.33918128654971,562.45556902952,19.215526145125306,14.2,118.4221771,37.5,700.4296264999997,15.8,26.8,9.53251,76.22482717162609,21.1,0.36,74.0,55.9,34.8,11.9,6.0,0.2,376,42.8,1.063785056553,49.509406799999994,215.1,9.149589537840477,2.948241974,0.82,16.0,3.42,538.358024,2.54,6.92,7.41,7.79,7.29,3.06,6.41,0.74,14.6,94.95643321,149.4989358,10.27,4.59647644770424,621.98,0.011597557,7.6,8.09,6.49,2.4753802802955605,9.09,0.67,0.55,0.37,44.55684505,65.06386357354148,82.172272852917,0.54,3.455,1.4240000000000002,31.245571915747448,29.87246161649766,70.99081617076527,88.9986796355599
E09000005,Brent,11.87,3.5924369747899196,557.942427828238,11.734281703998196,12.2,66.4664025,37.5,1656.910889,17.4,49.3,10.09139,63.006072874493896,9.8,0.4,72.0,59.8,32.0,14.7,7.1,0.7,249,40.2,1.2269547620185801,43.909425,228.4,9.477688275008537,3.494693244,0.53,18.0,2.25,423.4088868,1.42,8.19,7.55,7.61,7.53,2.57,5.25,1.19,14.3,60.30772417,116.85407859999998,11.2143,5.31186988200941,1558.38,0.013462392,13.1,29.64,1.47,17.004541758516954,15.0,0.46,0.43,0.4,68.72308258,64.74108730131739,82.36572038968227,0.42,2.6,0.946,29.562082747955298,23.69336004839397,63.39201572732562,86.752892847358
E09000006,Bromley,13.62,2.16988621328394,540.318070850661,22.420058478985897,14.2,158.05403669999995,37.5,806.8594971,15.0,36.5,9.31606,73.68045649072752,21.5,0.28,79.0,69.8,27.2,9.2,4.9,0.2,301,39.8,1.18179117287822,37.0769381,181.4,8.077970375086696,2.317305305,0.81,15.9,3.57,528.3423474,2.48,5.48,7.54,7.81,7.51,2.98,7.83,0.82,14.5,105.82755220000001,218.7826124,9.7499,7.79419867818763,919.84,0.005734954,6.9,7.99,10.73,1.2296228439331949,10.52,0.7,0.64,0.44,56.61183573,68.97156527913978,83.27449823702824,0.47,3.245,1.4460000000000002,25.5355984794902,34.73705257995061,70.55908213938329,89.06655843672108
E09000007,Camden,9.1,2.72,611.633041496921,34.6002542366507,15.9,52.25057888,37.5,1912.332031,13.4,49.9,11.25509,62.7815315315315,25.1,0.27,75.0,56.4,13.2,11.5,5.5,0.4,216,36.0,1.1250528690258002,43.0409569,201.6,11.266203884528856,2.204531537,0.47,21.5,2.47,435.5597213,1.67,4.1,7.35,7.51,7.24,3.16,6.69,1.43,13.2,78.75876435,171.80681719999995,12.3359,15.5014810068582,3220.55,0.013338351000000002,9.9,32.49,7.28,6.151650487825884,18.19,0.35,0.27,0.26,109.0605609,64.3007250745375,83.90199395497812,0.325,2.585,0.8859999999999999,27.31032184069655,20.217197777206774,58.81904543249735,83.93136352622166
E09000008,Croydon,12.24,3.1755196304849904,521.673021059279,24.5291662608533,18.0,87.05541188,37.5,1441.962158,24.0,30.7,10.29246,64.6837200079318,17.5,0.47,66.0,61.2,30.3,13.4,5.3,0.4,182,41.9,1.10858298571609,87.1683812,224.7,7.649986960262287,3.804952292,0.56,17.7,3.19,478.3531841,1.89,6.72,7.45,7.73,7.23,3.12,5.51,1.08,15.1,115.13770900000002,235.2211498,10.1592,9.12769411562664,1097.15,0.00944175,10.0,16.41,3.62,13.418580787749624,10.24,0.57,0.53,0.37,66.02731076,63.460553319125424,81.94522851053755,0.435,2.925,1.074,30.610981579640857,26.110961589686198,67.11558786320549,82.97890079081057
E09000009,Ealing,11.44,3.13293818797629,659.086183636053,23.2400825022929,15.1,62.06180644,37.5,1231.4692380000001,14.1,49.6,9.71816,69.6364022964066,18.0,0.29,72.0,62.7,26.6,13.4,6.1,0.5,346,35.8,1.02066001713199,44.233453000000004,221.9,7.593480862840961,3.482803657,0.43,15.4,2.01,512.3334491,1.48,7.74,7.65,7.84,7.52,3.35,4.61,1.05,14.5,111.50632309999999,246.0729966,10.869000000000002,2.54631166179256,1247.92,0.014628909,11.4,23.61,18.76,9.004168058439955,14.72,0.46,0.44,0.4,67.76943521,62.55509185703705,82.39438139913153,0.395,2.905,1.0080000000000002,29.303233146972946,22.0006222435367,63.262877719610216,84.01880239825066
E09000010,Enfield,13.14,2.8714378942788796,547.144661093649,18.6779275621244,16.8,49.73756956,37.5,1044.702148,22.7,41.8,12.49815,63.866610384128286,22.6,0.36,69.0,55.6,33.8,14.0,5.9,0.5,327,45.0,0.9171297552892099,43.9029744,199.6,6.854854219822779,3.2522528630000003,0.59,18.5,2.73,510.7610759,1.93,7.34,7.3,7.6,7.4,2.49,6.61,1.02,13.8,66.12060026,195.8172531,10.6175,9.631552795762358,670.95,0.014548304,9.3,18.31,5.67,2.129355292056288,11.6,0.57,0.55,0.37,60.53148708,67.16351562642589,82.20753305063606,0.395,2.915,1.0959999999999999,32.3882104939937,17.774750513751,68.54649524930535,85.45608810100259
E09000011,Greenwich,12.57,3.26035221323179,620.671324917118,17.99004893293311,14.2,90.97419702,37.5,1443.901855,29.2,34.7,10.10786,77.01149425287359,18.2,0.41,79.0,58.0,26.1,16.0,6.8,0.4,343,40.9,1.1535545365924098,80.40076690000002,259.5,7.401254865211878,4.162330905,0.46,20.2,2.95,662.8047647000002,1.59,6.62,7.23,7.64,7.07,3.55,5.97,1.18,19.2,71.574425,149.8164068,10.9161,9.13811875693129,905.04,0.015079578,9.2,19.35,15.24,5.099401913004203,11.15,0.51,0.44,0.4,69.02040489,61.44967436676353,80.79609240116265,0.395,3.255,1.02,32.7038424065278,32.12053492081234,64.85036559352342,86.81231328753286
E09000012,Hackney,9.32,3.19829424307036,587.525788870101,16.9672422757998,20.5,61.17395499,37.5,2858.82959,22.8,33.9,9.35668,67.5911498909318,15.5,0.39,71.0,60.7,24.0,16.3,6.7,0.7,267,36.4,1.2088019559902201,57.5162963,289.4,9.161422145810981,5.40460502,0.31,18.0,1.89,461.74759860000006,1.3,5.75,7.31,7.4,7.25,3.13,7.49,1.41,18.3,104.0670428,219.1919016,12.341,19.488877392943,2717.48,0.01655549,9.8,32.16,10.34,7.445295689918325,14.67,0.36,0.34,0.37,87.57901319999998,58.20329082069495,80.76349236484926,0.32,2.805,0.7959999999999999,33.524756659897854,27.77431865040002,60.34327223208154,77.43599157938682
E09000013,Hammersmith and Fulham,9.24,3.1015037593984998,660.580964046845,17.6648969056989,18.6,63.86543874,37.5,2430.278076,18.0,34.8,11.60438,68.5800604229607,22.5,0.25,75.0,49.8,19.7,10.9,6.1,0.6,304,42.9,0.9011137360782993,54.770998,250.2,11.070442906594222,3.816273681,0.44,13.4,1.94,535.8052932,1.59,4.49,7.68,7.81,7.45,3.68,6.23,1.32,16.2,102.50466440000001,157.3013438,11.9835,5.88537511227362,1829.44,0.020467699,10.7,27.6,3.46,2.7444931744454752,18.15,0.37,0.34,0.32,93.82873265,61.63292239122201,81.59224461118765,0.35,2.7750000000000004,0.8739999999999999,30.781155832043947,37.319098884600564,58.39723301737006,76.80701677274216
E09000014,Haringey,10.42,3.70664548583532,638.644283850229,30.7811127092416,22.0,78.08128077,37.5,2060.561279,21.2,54.1,11.06678,67.4824105230958,14.3,0.36,71.0,55.8,32.0,14.5,6.7,0.7,360,40.7,0.992894180910313,75.289866,242.2,10.935290264809131,3.263973888,0.4,16.5,1.87,397.0333106,1.58,6.07,7.26,7.44,7.23,3.09,5.78,1.29,17.8,76.9129262,177.4164186,11.356,28.536181111063105,2389.45,0.012456867,12.6,28.5,6.73,8.201274179779386,14.3,0.4,0.41,0.38,84.01459827,62.7056834830066,82.2441873469251,0.385,2.62,0.8119999999999999,30.006961154407893,25.54011267464693,65.15111602414575,84.37566044450817
E09000015,Harrow,13.01,3.62742084229942,490.260473633756,16.512257402504,13.2,49.97479588,37.5,790.3869018999999,13.1,46.8,8.88904,70.4315886134068,10.1,0.4,76.0,60.4,38.0,11.5,4.5,0.2,195,38.5,1.14861209372009,29.130327299999998,174.1,7.011625382642478,3.556387459,0.58,14.1,2.6,455.5989895,1.9,9.2,7.65,7.79,7.46,2.82,5.13,0.99,13.7,61.08786058,194.246773,9.9036,2.7030307935094906,851.87,0.009863196,11.8,16.32,11.68,2.4309410172677843,12.02,0.62,0.5,0.39,47.53705159,69.60225591326403,84.11015160968809,0.44,3.0050000000000003,1.264,26.72837845141295,13.453496660478786,65.67724844619086,86.45368801632013
E09000016,Havering,13.93,2.6072607260726097,443.253773692353,13.1503143551336,17.3,49.20507853,37.5,781.3339844,22.3,23.8,12.54654,68.4980494148245,19.1,0.33,74.0,59.5,30.2,12.9,6.0,0.3,291,42.3,0.9980174822023968,45.063652399999995,202.3,7.503674692482762,2.015059922,0.82,18.3,3.12,614.3729829,2.29,6.17,7.69,7.87,7.53,2.65,4.88,0.69,10.3,77.65169190000002,153.1004832,10.1856,2.21231537386348,611.86,0.00919376,7.8,7.37,2.23,4.010025062656641,10.21,0.63,0.62,0.5,59.07568922,65.424224160401,82.22732751879698,0.565,3.3000000000000003,1.402,29.8016448667018,12.486808126278568,70.97630774147484,92.00567518148516
E09000017,Hillingdon,12.39,3.1071983428275494,537.700769651324,35.6953354879166,16.8,50.68220616,37.5,935.7027588,18.4,33.4,11.26968,65.1913875598086,24.2,0.29,73.0,58.1,20.5,12.2,5.8,0.2,415,38.4,1.20049918267625,48.4055081,226.9,10.007391774563606,3.270708146,0.6,18.2,2.69,505.8089474,1.64,7.0,7.46,7.65,7.37,3.09,6.57,0.79,14.5,111.32986499999998,211.724812,9.9494,5.22653392653812,496.16,0.012611865,9.6,15.86,8.61,12.159861647796367,11.71,0.66,0.56,0.4,64.3324236,64.64849521712108,82.101070067825,0.465,3.09,1.126,26.78092542106685,26.131583057755137,65.76946264960822,85.62376198854652
E09000018,Hounslow,11.39,2.89348964829134,604.761206940987,26.0749110465274,14.1,46.10390477,37.5,1040.455444,20.1,29.0,9.85706,64.45592879701411,15.9,0.36,76.0,65.1,19.2,13.5,5.1,0.3,361,36.2,1.0090621543476999,47.9705997,229.6,6.7221288806000725,3.347789698,0.5,17.9,2.67,485.8365813,1.52,7.3,7.54,7.73,7.47,3.13,5.14,0.82,18.8,163.6430374,395.0195154,10.5599,13.7911902002685,842.23,0.01785931,11.7,21.82,2.85,10.134678618080267,12.05,0.57,0.49,0.38,71.7084816,62.40716634385839,81.92432060117413,0.405,2.705,1.0059999999999998,29.252685353834853,21.6799666763302,63.378196713571576,83.59292347549079
E09000019,Islington,9.05,3.06047197640118,786.427525610222,46.751612930646104,17.6,53.01633757,37.5,2213.431885,21.3,47.6,11.0486,63.801115241635706,16.8,0.4,71.0,58.4,13.4,13.5,6.4,0.6,175,45.4,1.1424219345011395,89.5232249,273.1,11.030104321831946,3.1260854460000003,0.46,14.8,1.72,577.9556232000001,1.55,5.13,7.29,7.38,7.11,3.41,7.96,1.51,20.4,107.22489309999999,235.684997,12.5972,36.931728428367,3247.81,0.017491593,9.8,29.06,4.3,3.9559222353597923,16.51,0.35,0.31,0.27,106.1110208,61.200247904460106,80.90136347453046,0.355,3.285,0.858,30.122924318452203,26.295879875278274,62.72083390707026,88.91736217986704
E09000020,Kensington and Chelsea,8.89,1.93387398627573,488.647688384116,23.911146180792198,18.8,78.81574245,37.5,2941.75708,10.5,64.2,9.65735,65.3846153846154,19.1,0.21,84.0,67.6,19.8,6.3,5.1,0.4,283,36.8,0.7628578459519321,37.8119486,163.0,8.96134839449596,2.578743783,0.55,14.7,1.67,391.3570108,1.88,4.21,7.78,7.89,7.6,3.38,7.95,1.48,10.9,84.78087202,171.6223884,12.8171,52.10130136820501,1951.39,0.026713428,8.7,27.14,3.65,15.133458184363356,26.94,0.32,0.28,0.26,106.356683,67.39947474288886,84.90787885666724,0.29000000000000004,2.345,0.9239999999999998,29.45479019267565,29.16640321115436,54.67732318326964,68.38611207280681
E09000021,Kingston upon Thames,10.01,2.88775034932464,392.8681424718509,26.3787441898542,16.2,48.59307399,37.5,994.5509643999999,14.2,33.4,9.43631,72.1319547021172,17.9,0.27,74.0,74.7,25.5,7.7,4.9,0.2,160,42.1,0.829203832177073,31.2840044,189.3,5.718603619734013,3.726337755,0.5,15.4,2.23,636.7908202000001,1.93,4.82,7.71,7.85,7.59,3.03,6.28,0.81,11.5,82.35664727,205.6313044,10.1906,7.67602257034591,552.36,0.01613078,9.4,12.88,6.5,8.158080287164426,12.12,0.62,0.48,0.37,49.29811374,68.15613283685587,83.0262835865252,0.405,2.85,0.994,22.421326789788647,16.758414586715332,68.18204223462757,89.18085865994841
E09000022,Lambeth,9.31,2.45074483421432,608.244726942036,23.0660708825722,21.2,72.24378879999998,37.5,3813.4121090000003,28.8,46.4,10.20449,62.693827911219216,27.7,0.34,77.0,57.7,16.0,14.5,6.1,0.7,264,41.0,1.08604387982331,78.0231978,271.8,10.02068472064377,3.930989299,0.36,16.3,1.8,425.45274910000006,1.41,5.18,7.41,7.6,7.11,3.33,6.9,1.26,20.6,101.1092365,225.0820618,11.7699,23.6122062364902,2540.5,0.018000082,10.0,26.41,10.1,8.418138281951514,15.13,0.4,0.35,0.34,91.09984536,61.29437668362768,80.74297085453458,0.315,2.765,0.718,32.7209954552277,41.78510607664488,62.14807091396225,85.01365061979006
E09000023,Lewisham,11.21,3.0984622446637595,604.593510313322,17.536036555120802,16.7,88.10138746,37.5,2143.0073239999997,23.4,31.8,11.51098,77.4967741935484,21.1,0.42,74.0,53.1,22.0,14.9,6.2,0.5,250,40.1,1.29515541865024,72.6276225,270.3,7.4635705542197135,4.097222222,0.42,16.7,1.96,448.5372573,1.49,6.4,7.14,7.65,7.26,3.08,7.01,1.31,17.3,91.83053318,240.4714422,10.9979,14.166753477313199,1680.37,0.014966943,10.2,22.16,6.39,3.0508577995179644,11.88,0.5,0.42,0.42,70.23752623,61.4595327441788,80.98726436360799,0.32,3.355,0.8999999999999998,31.49030899704645,32.32511119871572,64.27146793029829,86.50215865701038
E09000024,Merton,10.49,2.5151225724291604,504.9500249916191,34.3178416268117,14.6,55.87189221,37.5,1280.432495,14.2,42.8,9.49953,67.7276091783864,18.3,0.31,71.0,59.3,32.7,12.5,4.7,0.3,306,40.4,1.06040717576506,33.96143729999999,201.5,7.0029177694623925,2.486077963,0.55,13.7,2.73,500.355923,1.71,5.93,7.56,7.74,7.5,3.23,6.06,0.86,15.1,90.99940818,239.1228894,10.4579,9.485920306256661,1268.8,0.010410951,10.2,16.09,6.79,2.913116306168524,12.59,0.53,0.47,0.36,55.77646688,64.72431723836574,82.37999126065107,0.38,2.75,0.9620000000000001,27.2712429972346,18.310092943273172,66.02249407828106,86.93723044124256
